"FromFile","FromRole","ImportPath","IsLocal"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M026\M026Page.jsx","OTHER","../../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M028\M028Page.jsx","OTHER","../../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M029\M029Page.jsx","OTHER","../../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AdminDashboardPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AdvancedAnalyticsDashboard.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AdvancedMedicalCodingPage.jsx","PAGE","@/services/api","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AdvancedSearchPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AgriculturalIntelligencePage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AIAgentPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AIAgentPage.jsx","PAGE","../services/aiDecisionService","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AIBackbonePage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AIBrainPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AIBrainPage.jsx","PAGE","../services/aiDecisionService","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AIDashboard.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AIOperationIntelligencePage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AIOperationIntelligencePage.jsx","PAGE","../services/aiDecisionService","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AIProductStudioPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AISelfHealingPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AISelfHealingPage.jsx","PAGE","../services/aiDecisionService","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AnimalHealthPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AssetAccountingPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AuthorizationPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\B2BMarketplace.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\BankerDashboardPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\BankPassportPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\BlockchainVerificationPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\BulkOrderPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CADashboardPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CartPage.jsx","PAGE","../services/api","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CheckoutPage.jsx","PAGE","../services/api","True"
