"FrontendSourceFiles","PagesComponentsRoutes","ImportRelationships","RawApiDetections","UniqueApiCalls","DynamicTemplateCalls","AbsoluteUrlCalls","ServiceApiImportRelations","DirectApiFiles","NoObviousStaticApiLink"
"2307","1280","4234","5122","5050","2001","0","268","660","740"
