path,extension,size_bytes,domain,classification
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M133/README.md",md,191,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M133/routes.js",js,247,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M133/service.js",js,113,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M134/controller.js",js,116,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M134/index.js",js,125,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M134/model.sql",sql,96,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M134/README.md",md,192,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M134/routes.js",js,248,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M134/service.js",js,114,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M135/controller.js",js,117,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M135/index.js",js,126,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M135/model.sql",sql,97,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M135/README.md",md,193,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M135/routes.js",js,249,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M135/service.js",js,115,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M136/controller.js",js,118,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M136/index.js",js,127,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M136/model.sql",sql,98,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M136/README.md",md,194,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M136/routes.js",js,250,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M136/service.js",js,116,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M137/controller.js",js,1745,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M137/index.js",js,145,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M137/README.md",md,156,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M137/routes.js",js,589,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M137/service.js",js,1738,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M138/controller.js",js,122,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M138/index.js",js,131,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M138/model.sql",sql,102,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M138/README.md",md,198,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M138/routes.js",js,254,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M138/service.js",js,120,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M139/controller.js",js,1745,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M139/index.js",js,145,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M139/README.md",md,156,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M139/routes.js",js,589,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M139/service.js",js,1738,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M140/controller.js",js,117,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M140/index.js",js,126,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M140/model.sql",sql,97,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M140/README.md",md,193,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M140/routes.js",js,249,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M140/service.js",js,115,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M141/controller.js",js,114,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M141/index.js",js,123,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M141/model.sql",sql,94,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M141/README.md",md,193,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M141/routes.js",js,246,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M141/service.js",js,112,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M142/controller.js",js,116,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M142/index.js",js,125,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M142/model.sql",sql,96,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M142/README.md",md,195,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M142/routes.js",js,248,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M142/service.js",js,114,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M143/controller.js",js,119,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M143/index.js",js,128,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M143/model.sql",sql,99,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M143/README.md",md,198,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M143/routes.js",js,251,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M143/service.js",js,117,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M144/controller.js",js,1745,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M144/index.js",js,145,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M144/README.md",md,156,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M144/routes.js",js,589,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M144/service.js",js,1738,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M145/controller.js",js,116,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M145/index.js",js,125,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M145/model.sql",sql,96,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M145/README.md",md,195,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M145/routes.js",js,248,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M145/service.js",js,114,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M146/controller.js",js,118,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M146/index.js",js,127,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M146/model.sql",sql,98,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M146/README.md",md,197,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M146/routes.js",js,250,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M146/service.js",js,116,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M147/controller.js",js,117,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M147/index.js",js,126,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M147/model.sql",sql,97,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M147/README.md",md,196,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M147/routes.js",js,249,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M147/service.js",js,115,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M148/controller.js",js,1745,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M148/index.js",js,145,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M148/README.md",md,156,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M148/routes.js",js,589,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M148/service.js",js,1738,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M149/controller.js",js,1745,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M149/index.js",js,145,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M149/README.md",md,156,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M149/routes.js",js,589,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M149/service.js",js,1738,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M150/controller.js",js,118,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M150/index.js",js,127,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M150/model.sql",sql,98,other,database
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M150/README.md",md,197,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M150/routes.js",js,250,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/modules/M150/service.js",js,116,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/monitoring/alerts.js",js,11094,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/monitoring/metrics.js",js,5218,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/monitoring/performance.js",js,8436,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/platforms/platformDetector.js",js,7515,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/advancedFeatures.js",js,3772,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/auditRoutes.js",js,3442,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/complianceRoutes.js",js,1900,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/costRoutes.js",js,1052,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/decisionSupportRoutes.js",js,5633,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/demandRoutes.js",js,945,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/energyRoutes.js",js,7307,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/enterpriseAIRoutes.js",js,4148,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/erpRoutes.js",js,6853,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/experienceRoutes.js",js,3570,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/farmerPortalEnhancements.js",js,8010,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/farmerRoutes.js",js,3388,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/foluRoutes.js",js,1589,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/foodRoutes.js",js,7667,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/governanceModule.js",js,8044,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/gstRoutes.js",js,13931,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/insuranceEnhancements.js",js,7218,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/logisticsEnhancementRoutes.js",js,14108,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/logisticsEnhancements.js",js,7952,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/marketDataRoutes.js",js,1839,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/marketplaceEnhancements.js",js,9139,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/recoveredFinanceRoutes.js",js,4882,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/revenueRoutes.js",js,1054,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/rfqRoutes.js",js,2372,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/riskPricingRoutes.js",js,7088,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/vendorRoutes.js",js,8479,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/routes/weatherRoutes.js",js,2513,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/advancedAIService.js",js,57409,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/advancedFeaturesService.js",js,15703,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/advancedVoiceAI.js",js,23791,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/aiCopilotService.js",js,21832,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/aiOrchestrationService.js",js,3084,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/aiService.js",js,21759,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/analyticsService.js",js,4679,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/arVrService.js",js,15239,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/auditService.js",js,9949,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/authService.js",js,34734,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/biodiversityService.js",js,30395,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/blockchainTraceabilityService.js",js,19951,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/bulkOrderService.js",js,13927,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/catalogIntelligenceService.js",js,22301,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/commerceRulesService.js",js,11195,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/complianceService.js",js,11331,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/consumerHealthService.js",js,22273,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/conversationalAIService.js",js,18615,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/costService.js",js,3509,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/cropPlanningService.js",js,15180,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/decisionSupportService.js",js,14774,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/demandService.js",js,6635,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/digitalProductPassportService.js",js,35096,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/dynamicPricingService.js",js,24359,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/energy/EnergyCostCalculator.js",js,10105,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/enterpriseAIService.js",js,17545,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/enterpriseControlService.js",js,22639,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/erp/CostControlModule.js",js,11504,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/erpService.js",js,28912,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/experienceLayerService.js",js,17858,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/farmerService.js",js,18722,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/farmerTrainingService.js",js,22425,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/farmerValueService.js",js,18823,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/financialService.js",js,16662,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/food/FoodIntelligenceEngine.js",js,13381,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/foodIntelligenceService.js",js,19170,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/foodSafetyService.js",js,30535,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/formService.js",js,13749,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/giIntelligenceService.js",js,19314,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/governanceService.js",js,17180,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/governmentSchemeService.js",js,20207,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/greenhouseService.js",js,16192,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/gstService.js",js,6417,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/indigenousKnowledgeService.js",js,26274,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/institutionalProcurementService.js",js,26572,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/insuranceClaimsService.js",js,17763,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/insuranceFraudDetectionService.js",js,19314,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/insurancePolicyIssuanceService.js",js,14369,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/insurancePremiumService.js",js,12370,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/insuranceService.js",js,19162,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/iotIntegrationService.js",js,18206,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/knowledgeGraphService.js",js,12265,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/laboratoryERPService.js",js,17683,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/landRecordsService.js",js,13743,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/logisticsEnhancementService.js",js,23337,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/logisticsService.js",js,16029,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/marketDataService.js",js,17646,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/merchandisingService.js",js,17085,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/moduleCatalogService.js",js,9075,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/multilingualService.js",js,27841,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/neProductIntelligenceService.js",js,15056,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/nutritionIntelligenceService.js",js,20641,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/offlinePaymentService.js",js,20867,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/offlineSyncService.js",js,24465,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/omnichannelAIService.js",js,24791,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/orderService.js",js,25548,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/organicTraceabilityService.js",js,27162,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/predictiveAnalyticsService.js",js,14820,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/preSeasonOrderService.js",js,21374,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/productReviewService.js",js,12008,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/productService.js",js,16143,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/recipeIntelligenceService.js",js,30298,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/recoveredFinanceService.js",js,16643,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/revenueService.js",js,4447,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/rfqService.js",js,9537,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/riskPricingService.js",js,18216,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/sharedInfraService.js",js,17497,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/shelfLifeService.js",js,29427,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/smsAuthService.js",js,19844,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/soilTestingService.js",js,19786,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/subsidyService.js",js,19252,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/v42IntelligenceService.js",js,17397,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/valueCommerceService.js",js,16458,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/voiceAIService.js",js,15754,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/services/weatherService.js",js,10736,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/test-mocks/pg.js",js,795,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/analyticsService.test.js",js,744,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/arVrService.test.js",js,6858,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/blockchainTraceabilityService.test.js",js,8370,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/consumerHealthService.test.js",js,8543,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/conversationalAIService.test.js",js,7409,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/decisionEngine.test.js",js,10416,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/decisionSupport.test.js",js,7214,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/e2e/farmer-journey.test.js",js,7208,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/enterpriseControl.test.js",js,9175,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/farmerPortal.test.js",js,5963,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/foodIntelligenceService.test.js",js,7686,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/formService.test.js",js,1267,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/geo.test.js",js,5539,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/giIntelligenceService.test.js",js,7891,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/insurance.test.js",js,5986,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/integration/api.test.js",js,4719,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/iotIntegrationService.test.js",js,7279,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/knowledgeGraphService.test.js",js,5373,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/laboratoryERPService.test.js",js,7676,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/marketplace.test.js",js,6909,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/moduleCatalogService.test.js",js,750,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/multilingualService.test.js",js,7520,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/nutritionIntelligenceService.test.js",js,8200,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/organicTraceabilityService.test.js",js,8696,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/predictiveAnalyticsService.test.js",js,7409,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/setup.js",js,3259,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/setup.ts",ts,997,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/statistics.test.js",js,4958,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/unit/auth.test.js",js,4478,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/unit/marketplace.test.js",js,5767,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/valueCommerceService.test.js",js,5388,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/tests/voiceAIService.test.js",js,7119,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/utils/geo.js",js,7251,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/utils/logger.js",js,3114,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/utils/statistics.js",js,10037,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/websocket/index.js",js,343,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/src/websocket/socketServer.js",js,8232,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/tmp_test_marketplace.js",js,1304,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/_removed_2026-08-04/models/index.js",js,1063,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/_removed_2026-08-04/models/Order.js",js,3027,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/_removed_2026-08-04/models/Product.js",js,3401,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/_removed_2026-08-04/models/User.js",js,2239,other,code
"./.claude/worktrees/compassionate-haibt-e273c7/backend/_removed_2026-08-04/README.md",md,789,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/CLAUDE.md",md,5026,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/CLAUDE_ENHANCEMENT_PROMPT.md",md,3194,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/COMPLETION_REPORT.md",md,11848,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/COMPREHENSIVE_AUDIT_REPORT.md",md,27511,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/COMPREHENSIVE_MODULE_COMPLETION_REPORT.md",md,12186,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/COMPREHENSIVE_PROJECT_ANALYSIS.md",md,63885,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/docs/AEOS_GAP_ANALYSIS.md",md,8869,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/docs/AFRERA_MATURITY_AUDIT.md",md,10774,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/docs/audit/LAUNCH_READINESS_AUDIT.md",md,9860,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/docs/audit/MODULE_AUDIT.md",md,5618,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/docs/BACKEND_MODULE_SERVICE_MAPPING.md",md,25035,root-md,documentation
"./.claude/worktrees/compassionate-haibt-e273c7/docs/COMPREHENSIVE_MODULE_ENHANCEMENT_ARCHITECTURE.md",md,31772,root-md,documentation
