"File","Pattern","Occurrences"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\laboratoryERPService.js","(?i)\brouter\.","13"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\laboratoryERPService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","13"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\logisticsService.js","(?i)\bapp\.","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\logisticsService.js","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\logisticsService.js","(?i)\brouter\.","13"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\logisticsService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","15"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\machineryAccessService.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\machineryAccessService.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\machineryAccessService.js","(?i)\brouter\.","6"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\machineryAccessService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\marketAccessService.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\marketAccessService.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\marketAccessService.js","(?i)\brouter\.","6"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\marketAccessService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\marketIntelligenceService.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\marketIntelligenceService.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\marketIntelligenceService.js","(?i)\brouter\.","6"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\marketIntelligenceService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\merchandisingService.js","(?i)\brouter\.","10"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\merchandisingService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\millCircuitService.js","(?i)\brouter\.","6"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\millCircuitService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\mobilityRidesService.js","(?i)\brouter\.","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\mobilityRidesService.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\mobilityRidesService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\mobilityRidesService.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\moduleCatalogService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","4"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\moduleCatalogService.js","(?i)\brouter\.","4"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\moduleSupportInfrastructureService.js","(?i)/api/","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\multilingualService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","12"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\multilingualService.js","(?i)\brouter\.","12"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\neProductIntelligenceService.js","(?i)\brouter\.","6"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\neProductIntelligenceService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\nutritionIntelligenceService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","13"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\nutritionIntelligenceService.js","(?i)\brouter\.","13"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\offlinePaymentService.js","(?i)\brouter\.","10"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\offlinePaymentService.js","(?i)/api/","9"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\offlinePaymentService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\offlineSyncService.js","(?i)\brouter\.","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\offlineSyncService.js","(?i)/api/","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\offlineSyncService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\omnichannelAIService.js","(?i)\brouter\.","15"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\omnichannelAIService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","15"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\orderService.js","(?i)\brouter\.","10"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\orderService.js","(?i)\bapp\.","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\orderService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","12"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\organicTraceabilityService.js","(?i)\brouter\.","13"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\organicTraceabilityService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","13"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\predictiveAnalyticsService.js","(?i)\brouter\.","9"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\predictiveAnalyticsService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","9"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\preSeasonOrderService.js","(?i)\bapp\.","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\preSeasonOrderService.js","(?i)/api/","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\preSeasonOrderService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\procurementSubscriptionService.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\procurementSubscriptionService.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\procurementSubscriptionService.js","(?i)\brouter\.","9"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\procurementSubscriptionService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\productService.js","(?i)\brouter\.","11"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\productService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","11"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\recipeIntelligenceService.js","(?i)\brouter\.","17"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\recipeIntelligenceService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","17"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\renewableEnergyService.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\renewableEnergyService.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\renewableEnergyService.js","(?i)\brouter\.","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\renewableEnergyService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\ruralEnterpriseService.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\ruralEnterpriseService.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\ruralEnterpriseService.js","(?i)\brouter\.","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\ruralEnterpriseService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","9"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\ruralFinanceService.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\ruralFinanceService.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\ruralFinanceService.js","(?i)\brouter\.","6"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\ruralFinanceService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\sharedInfraService.js","(?i)\bapp\.","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\sharedInfraService.js","(?i)/api/","9"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\sharedInfraService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\sharedInfrastructureService.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\sharedInfrastructureService.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\sharedInfrastructureService.js","(?i)\brouter\.","11"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\sharedInfrastructureService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","12"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\shelfLifeService.js","(?i)\brouter\.","16"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\shelfLifeService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","16"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\smsAuthService.js","(?i)\brouter\.","5"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\smsAuthService.js","(?i)/api/","5"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\smsAuthService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\soilTestingService.js","(?i)\bapp\.","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\soilTestingService.js","(?i)/api/","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\soilTestingService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\subsidyService.js","(?i)\bapp\.","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\subsidyService.js","(?i)/api/","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\subsidyService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\v42IntelligenceService.js","(?i)\brouter\.","11"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\v42IntelligenceService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","11"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\valueCommerceService.js","(?i)\brouter\.","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\valueCommerceService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\villageProfileService.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\villageProfileService.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\villageProfileService.js","(?i)\brouter\.","7"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\villageProfileService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\voiceAIService.js","(?i)\brouter\.","10"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\voiceAIService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\whatsappService.js","(?i)\brouter\.","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\whatsappService.js","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\whatsappService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\wikipediaService.js","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\arVrService.test.js","(?i)/api/","23"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\blockchainTraceabilityService.test.js","(?i)/api/","25"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\consumerHealthService.test.js","(?i)/api/","30"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\conversationalAIService.test.js","(?i)/api/","25"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\farmerPortal.test.js","(?i)/api/","10"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\foodIntelligenceService.test.js","(?i)/api/","23"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\giIntelligenceService.test.js","(?i)/api/","25"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\insurance.test.js","(?i)/api/","9"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\iotIntegrationService.test.js","(?i)/api/","25"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\knowledgeGraphService.test.js","(?i)/api/","17"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\laboratoryERPService.test.js","(?i)/api/","26"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\marketplace.test.js","(?i)/api/","12"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\multilingualService.test.js","(?i)/api/","23"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\nutritionIntelligenceService.test.js","(?i)/api/","24"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\organicTraceabilityService.test.js","(?i)/api/","23"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\predictiveAnalyticsService.test.js","(?i)/api/","21"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\valueCommerceService.test.js","(?i)/api/","19"
".claude\worktrees\jolly-feynman-9d174f\backend\src\tests\voiceAIService.test.js","(?i)/api/","23"
".claude\worktrees\jolly-feynman-9d174f\backend\tmp_test_marketplace.js","(?i)/api/","3"
".claude\worktrees\jolly-feynman-9d174f\frontend\android\app\src\androidTest\java\com\getcapacitor\myapp\ExampleInstrumentedTest.java","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\public\sw.js","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\components\Layout.jsx","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\config\env.js","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\main.jsx","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M006\M006Page.jsx","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M008\M008Page.jsx","(?i)\bapp\.","2"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M011\M011Page.jsx","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M012\M012Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M013\M013Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M015\M015Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M017\M017Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M022\M022Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M023\M023Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M024\M024Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M025\M025Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M026\M026Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M027\M027Page.jsx","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M028\M028Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M029\M029Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M030\M030Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M031\M031Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M032\M032Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M033\M033Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M036\M036Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M040\M040Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M042\M042Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M043\M043Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M044\M044Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M045\M045Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M047\M047Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M048\M048Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M050\M050Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M052\M052Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M055\M055Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M057\M057Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M071\M071Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M072\M072Page.jsx","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M073\M073Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M081\M081Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M082\M082Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M084\M084Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M085\M085Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M086\M086Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M090\M090Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M091\M091Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M092\M092Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M093\M093Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M094\M094Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M098\M098Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M099\M099Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M100\M100Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M106\M106Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M111\M111Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M114\M114Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M115\M115Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M117\M117Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M118\M118Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M119\M119Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M120\M120Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M124\M124Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M125\M125Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M126\M126Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M128\M128Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M137\M137Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M139\M139Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M144\M144Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M148\M148Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\modules\M149\M149Page.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\pages\AssetAccountingPage.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\pages\BankerDashboardPage.jsx","(?i)\bapp\.","23"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\pages\CommunityManagementPage.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\pages\CostControlPage.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\pages\EnterpriseControlPage.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\pages\InputSupplyManagementPage.jsx","(?i)\bRoute\s*\(","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\pages\MachineryManagementPage.jsx","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\pages\ProjectSystemsPage.jsx","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\pages\SoilManagementPage.jsx","(?i)\bRoute\s*\(","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\pages\WalletPage.jsx","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\services\api.js","(?i)/api/","10"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\test\utils\errorMonitoring.test.js","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\utils\errorMonitoring.js","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\frontend\src\utils\pushNotifications.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\tools\build-status-page.js","(?i)\bapp\.","1"
".claude\worktrees\jolly-feynman-9d174f\tools\check_api_alignment.js","(?i)/api/","1"
".claude\worktrees\jolly-feynman-9d174f\tools\frontend-boundaries.js","(?i)\bapp\.","5"
".claude\worktrees\jolly-feynman-9d174f\tools\frontend-boundaries.js","(?i)/api/","2"
".claude\worktrees\jolly-feynman-9d174f\tools\frontend-boundaries.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","1"
".claude\worktrees\jolly-feynman-9d174f\tools\frontend-boundaries.js","(?i)\bRoute\s*\(","1"
".claude\worktrees\musing-bartik-79ce5a\backend\scripts\automated-fixes.js","(?i)\brouter\.","2"
".claude\worktrees\musing-bartik-79ce5a\backend\scripts\generate-openapi.js","(?i)/api/","1"
".claude\worktrees\musing-bartik-79ce5a\backend\scripts\generate-openapi.js","(?i)\brouter\.","1"
".claude\worktrees\musing-bartik-79ce5a\backend\scripts\route-service-audit.js","(?i)\bapp\.","1"
".claude\worktrees\musing-bartik-79ce5a\backend\src\controllers\ecommerceAIController.js","(?i)/api/","8"
".claude\worktrees\musing-bartik-79ce5a\backend\src\controllers\ecommerceBusinessSalesController.js","(?i)/api/","8"
".claude\worktrees\musing-bartik-79ce5a\backend\src\controllers\ecommerceController.js","(?i)/api/","11"
".claude\worktrees\musing-bartik-79ce5a\backend\src\controllers\ecommerceERPController.js","(?i)/api/","6"
".claude\worktrees\musing-bartik-79ce5a\backend\src\controllers\ecommerceIntegrationController.js","(?i)/api/","10"
".claude\worktrees\musing-bartik-79ce5a\backend\src\controllers\ecommerceMarketingController.js","(?i)/api/","10"
".claude\worktrees\musing-bartik-79ce5a\backend\src\controllers\nervousSystemController.js","(?i)/api/","22"
".claude\worktrees\musing-bartik-79ce5a\backend\src\controllers\nutrientValueSalesController.js","(?i)/api/","9"
".claude\worktrees\musing-bartik-79ce5a\backend\src\core\aiOrchestrator.js","(?i)\bRoute\s*\(","4"
".claude\worktrees\musing-bartik-79ce5a\backend\src\core\aiOrchestrator.js","(?i)/api/","1"
".claude\worktrees\musing-bartik-79ce5a\backend\src\core\nervousSystem.js","(?i)/api/","3"
".claude\worktrees\musing-bartik-79ce5a\backend\src\database\security\database_security.js","(?i)\bapp\.","8"
".claude\worktrees\musing-bartik-79ce5a\backend\src\index.js","(?i)/graphql","3"
".claude\worktrees\musing-bartik-79ce5a\backend\src\index.js","(?i)\bapp\.","120"
".claude\worktrees\musing-bartik-79ce5a\backend\src\index.js","(?i)/api/","153"
".claude\worktrees\musing-bartik-79ce5a\backend\src\index.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","119"
".claude\worktrees\musing-bartik-79ce5a\backend\src\middleware\compliance.js","(?i)/api/","2"
".claude\worktrees\musing-bartik-79ce5a\backend\src\middleware\securityHeaders.js","(?i)/api/","1"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M001\index.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","4"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M001\index.js","(?i)\brouter\.","4"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M001\routes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","4"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M001\routes.js","(?i)\brouter\.","4"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M002\index.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M002\index.js","(?i)\brouter\.","5"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M002\routes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M002\routes.js","(?i)\brouter\.","5"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M003\index.js","(?i)\brouter\.","5"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M003\index.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M003\routes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
