"BackendDependencyNodes","SCCMemberFiles","SCCInternalUniqueEdges","MaxTotalDegree","MaxInDegree","MaxOutDegree","ReverseLayerEdges","InfrastructureHubCandidates","SelfDependencies","RepresentativeCycleSeeds","RepresentativeCyclesRecovered","NonSCCExceptionFiles"
"1941","1776","3498","645","437","643","2","12","1","20","20","122"
