"System","File","LinkageCandidate"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","module"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","database"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","domain"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","AI"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","Integration"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","AI"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","domain"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","AI"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","Integration"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","database"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","domain"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","database"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","domain"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","database"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","domain"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","ai"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","ai"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","backend"
"EBDESIGN","docs\registry\19_HIDDEN_MODULES.json","ai"
