"Root","GitTop","Branch","HEAD","Origin"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN","C:/Users/DIYA GOEL/Downloads/EBDESIGN","codex/production-reconcile-auth-geo","dbd746f31fbab24dc070e2dfdb9e865c4e6605f7","https://github.com/subhesco-bit/AFRERA-EBDESIGN-project.git"
