"Prefix","Variable","ImportType","ImportPath","ResolvedFile","IndexLine"
"/api/v1/backend-modules/M085","legacyModuleM085Routes","DIRECT_REQUIRE","./modules/M085/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js","1212"
"/api/v1/backend-modules/M086","legacyModuleM086Routes","DIRECT_REQUIRE","./modules/M086/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M086\routes.js","1213"
"/api/v1/backend-modules/M087","legacyModuleM087Routes","DIRECT_REQUIRE","./modules/M087/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\routes.js","1214"
"/api/v1/backend-modules/M088","legacyModuleM088Routes","DIRECT_REQUIRE","./modules/M088/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","1215"
"/api/v1/backend-modules/M089","legacyModuleM089Routes","DIRECT_REQUIRE","./modules/M089/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","1216"
"/api/v1/backend-modules/M090","legacyModuleM090Routes","DIRECT_REQUIRE","./modules/M090/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","1217"
"/api/v1/backend-modules/M091","legacyModuleM091Routes","DIRECT_REQUIRE","./modules/M091/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","1218"
"/api/v1/backend-modules/M092","legacyModuleM092Routes","DIRECT_REQUIRE","./modules/M092/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\routes.js","1219"
"/api/v1/backend-modules/M093","legacyModuleM093Routes","DIRECT_REQUIRE","./modules/M093/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","1220"
"/api/v1/backend-modules/M094","legacyModuleM094Routes","DIRECT_REQUIRE","./modules/M094/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","1221"
"/api/v1/backend-modules/M095","legacyModuleM095Routes","DIRECT_REQUIRE","./modules/M095/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","1222"
"/api/v1/backend-modules/M096","legacyModuleM096Routes","DIRECT_REQUIRE","./modules/M096/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M096\routes.js","1223"
"/api/v1/backend-modules/M097","legacyModuleM097Routes","DIRECT_REQUIRE","./modules/M097/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","1224"
"/api/v1/backend-modules/M098","legacyModuleM098Routes","DIRECT_REQUIRE","./modules/M098/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\routes.js","1225"
"/api/v1/backend-modules/M099","legacyModuleM099Routes","DIRECT_REQUIRE","./modules/M099/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","1226"
"/api/v1/backend-modules/M100","legacyModuleM100Routes","DIRECT_REQUIRE","./modules/M100/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\routes.js","1227"
"/api/v1/backend-modules/M103","legacyModuleM103Routes","DIRECT_REQUIRE","./modules/M103/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","1228"
"/api/v1/backend-modules/M104","legacyModuleM104Routes","DIRECT_REQUIRE","./modules/M104/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M104\routes.js","1229"
"/api/v1/backend-modules/M105","legacyModuleM105Routes","DIRECT_REQUIRE","./modules/M105/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M105\routes.js","1230"
"/api/v1/backend-modules/M106","legacyModuleM106Routes","DIRECT_REQUIRE","./modules/M106/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M106\routes.js","1231"
"/api/v1/backend-modules/M107","legacyModuleM107Routes","DIRECT_REQUIRE","./modules/M107/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M107\routes.js","1232"
