"DynamicCallsInput","DynamicUniqueCalls","DynamicNormalizedMatches","DynamicStillUnresolved","BaseUrlEvidenceRecords","ApiServiceFiles","ModuleLocalApiBridgeRefs","CentralApiExists","CentralApiSizeBytes","StaticNamespaceMatchesFrom2C","StaticNoBackendEvidenceFrom2C"
"2001","2001","306","1695","24","22","191","True","275849","375","687"
