"FrontendFile","Client","Method","RawPath","DynamicClass","CandidatePath"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M131\M131Page.jsx","fetch","DELETE","/api/m131/${id}","TEMPLATE_ID_PARAMETER","/api/m131/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M250\M250.jsx","fetch","DELETE","/api/v1/backend-modules/M250/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M250/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M323\M323Page.jsx","fetch","DELETE","/api/m323/${id}","TEMPLATE_ID_PARAMETER","/api/m323/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/organic-input/item/${id}","TEMPLATE_ID_PARAMETER","/organic-input/item/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M273\M273Page.jsx","fetch","DELETE","/api/m273/${id}","TEMPLATE_ID_PARAMETER","/api/m273/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/enterprise-integration/health/${integrationId}","TEMPLATE_ID_PARAMETER","/enterprise-integration/health/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M276\M276Page.jsx","fetch","GET","/api/m276/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m276/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M071\M071Page.jsx","fetch","DELETE","/api/m071/${id}","TEMPLATE_ID_PARAMETER","/api/m071/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","DELETE","/micronutrient/item/${id}","TEMPLATE_ID_PARAMETER","/micronutrient/item/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M109\M109.jsx","fetch","DELETE","/api/v1/backend-modules/M109/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M109/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M089\M089Page.jsx","fetch","GET","/api/m089/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m089/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/villages/${id}","TEMPLATE_ID_PARAMETER","/villages/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M271\M271Page.jsx","fetch","DELETE","/api/m271/${id}","TEMPLATE_ID_PARAMETER","/api/m271/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M54\M54.jsx","fetch","DELETE","/api/v1/backend-modules/M054/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M054/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M254\M254Page.jsx","fetch","GET","/api/m254/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m254/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","DELETE","/preventive-maintenance/record/${id}","TEMPLATE_ID_PARAMETER","/preventive-maintenance/record/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M165\M165.jsx","fetch","DELETE","/api/v1/backend-modules/M165/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M165/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/cold-storage/facility/${facilityId}","TEMPLATE_ID_PARAMETER","/cold-storage/facility/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/vendors/${id}","TEMPLATE_ID_PARAMETER","/vendors/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M062\M062Page.jsx","fetch","DELETE","/api/m062/${id}","TEMPLATE_ID_PARAMETER","/api/m062/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","DELETE","/fisheries-water-quality/reading/${id}","TEMPLATE_ID_PARAMETER","/fisheries-water-quality/reading/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M130\M130Page.jsx","fetch","GET","/api/m130/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m130/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M316\M316Page.jsx","fetch","GET","/api/m316/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m316/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M228\M228Page.jsx","fetch","GET","/api/m228/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m228/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M339\M339.jsx","fetch","DELETE","/api/v1/backend-modules/M339/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M339/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M034\M034Page.jsx","fetch","GET","/api/m034/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m034/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M280\M280Page.jsx","fetch","DELETE","/api/m280/${id}","TEMPLATE_ID_PARAMETER","/api/m280/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M277\M277Page.jsx","fetch","GET","/api/m277/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m277/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/hatchery-management/batch/${id}","TEMPLATE_ID_PARAMETER","/hatchery-management/batch/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/enterprise-memory/cases/${id}","TEMPLATE_ID_PARAMETER","/enterprise-memory/cases/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","POST","/schemes/${id}/apply","TEMPLATE_ID_PARAMETER","/schemes/:param/apply"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/sap-module-architecture/module/${id}/resolve-dependencies","TEMPLATE_ID_PARAMETER","/sap-module-architecture/module/:param/resolve-dependencies"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/farm-task/task/${id}","TEMPLATE_ID_PARAMETER","/farm-task/task/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M258\M258Page.jsx","fetch","GET","/api/m258?${params}","TEMPLATE_INTERPOLATION","/api/m258"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","DELETE","/input-consumption/record/${id}","TEMPLATE_ID_PARAMETER","/input-consumption/record/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M148\M148Page.jsx","fetch","DELETE","/api/m148/${id}","TEMPLATE_ID_PARAMETER","/api/m148/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M218\M218Page.jsx","fetch","GET","/api/m218?${params}","TEMPLATE_INTERPOLATION","/api/m218"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M210\M210Page.jsx","fetch","GET","/api/m210?${params}","TEMPLATE_INTERPOLATION","/api/m210"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/micronutrient/item/${id}","TEMPLATE_ID_PARAMETER","/micronutrient/item/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/ecommerce-ai/recommendations/${userId}","TEMPLATE_ID_PARAMETER","/ecommerce-ai/recommendations/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M126\M126Page.jsx","fetch","GET","/api/m126/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m126/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","POST","/audit-checks/${id}/run","TEMPLATE_ID_PARAMETER","/audit-checks/:param/run"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\commerceApi.js","api","GET","/farmers/${id}/certifications","TEMPLATE_ID_PARAMETER","/farmers/:param/certifications"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M340\M340.jsx","fetch","DELETE","/api/v1/backend-modules/M340/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M340/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M62\M62.jsx","fetch","DELETE","/api/v1/backend-modules/M062/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M062/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M317\M317Page.jsx","fetch","GET","/api/m317?${params}","TEMPLATE_INTERPOLATION","/api/m317"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M267\M267.jsx","fetch","DELETE","/api/v1/backend-modules/M267/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M267/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M245\M245.jsx","fetch","DELETE","/api/v1/backend-modules/M245/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M245/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M285\M285Page.jsx","fetch","DELETE","/api/m285/${id}","TEMPLATE_ID_PARAMETER","/api/m285/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M038\M038Page.jsx","fetch","GET","/api/m038/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m038/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M160\M160.jsx","fetch","DELETE","/api/v1/backend-modules/M160/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M160/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\warningAPI.js","axios","POST","${API_BASE_URL}/api/v1/warnings/metrics/reset","TEMPLATE_INTERPOLATION","/:param/api/v1/warnings/metrics/reset"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","POST","/complete-ai-integration/optimize-pig-production/${pigId}","TEMPLATE_ID_PARAMETER","/complete-ai-integration/optimize-pig-production/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M063\M063Page.jsx","fetch","GET","/api/m063/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m063/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M83\M83.jsx","fetch","DELETE","/api/v1/backend-modules/M083/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M083/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M84\M84.jsx","fetch","DELETE","/api/v1/backend-modules/M084/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M084/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M205\M205Page.jsx","fetch","GET","/api/m205?${params}","TEMPLATE_INTERPOLATION","/api/m205"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M291\M291Page.jsx","fetch","GET","/api/m291?${params}","TEMPLATE_INTERPOLATION","/api/m291"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M261\M261Page.jsx","fetch","DELETE","/api/m261/${id}","TEMPLATE_ID_PARAMETER","/api/m261/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","DELETE","/input-traceability/record/${id}","TEMPLATE_ID_PARAMETER","/input-traceability/record/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M147\M147Page.jsx","fetch","DELETE","/api/m147/${id}","TEMPLATE_ID_PARAMETER","/api/m147/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M052\M052Page.jsx","fetch","GET","/api/m052/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m052/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M250\M250Page.jsx","fetch","GET","/api/m250?${params}","TEMPLATE_INTERPOLATION","/api/m250"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/ecommerce-ai/optimize-inventory/${productId}","TEMPLATE_ID_PARAMETER","/ecommerce-ai/optimize-inventory/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/cold-storage/facility/${facilityId}","TEMPLATE_ID_PARAMETER","/cold-storage/facility/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M249\M249Page.jsx","fetch","DELETE","/api/m249/${id}","TEMPLATE_ID_PARAMETER","/api/m249/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M307\M307Page.jsx","fetch","GET","/api/m307?${params}","TEMPLATE_INTERPOLATION","/api/m307"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M299\M299Page.jsx","fetch","DELETE","/api/m299/${id}","TEMPLATE_ID_PARAMETER","/api/m299/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M055\M055Page.jsx","fetch","DELETE","/api/m055/${id}","TEMPLATE_ID_PARAMETER","/api/m055/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M156\M156Page.jsx","fetch","DELETE","/api/m156/${id}","TEMPLATE_ID_PARAMETER","/api/m156/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M048\M048Page.jsx","fetch","GET","/api/m048/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m048/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M223\M223.jsx","fetch","DELETE","/api/v1/backend-modules/M223/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M223/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M45\M45.jsx","fetch","DELETE","/api/v1/backend-modules/M045/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M045/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M102\M102Page.jsx","fetch","GET","/api/m102?${params}","TEMPLATE_INTERPOLATION","/api/m102"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M147\M147Page.jsx","fetch","GET","/api/m147?${params}","TEMPLATE_INTERPOLATION","/api/m147"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/poultry-management/batch/${id}","TEMPLATE_ID_PARAMETER","/poultry-management/batch/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M169\M169Page.jsx","fetch","DELETE","/api/m169/${id}","TEMPLATE_ID_PARAMETER","/api/m169/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/equipment-exchange/listing/${listingId}","TEMPLATE_ID_PARAMETER","/equipment-exchange/listing/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/ai-agent/agent/${agentName}","TEMPLATE_INTERPOLATION","/ai-agent/agent/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/geo-boundary/boundary/${id}","TEMPLATE_ID_PARAMETER","/geo-boundary/boundary/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M147\M147Page.jsx","fetch","GET","/api/m147/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m147/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M136\M136Page.jsx","fetch","GET","/api/m136/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m136/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M272\M272.jsx","fetch","DELETE","/api/v1/backend-modules/M272/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M272/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/input-traceability/record/${id}","TEMPLATE_ID_PARAMETER","/input-traceability/record/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M152\M152Page.jsx","fetch","GET","/api/m152/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m152/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\commerceApi.js","api","POST","/seed-vault/${id}/record-usage","TEMPLATE_ID_PARAMETER","/seed-vault/:param/record-usage"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M224\M224Page.jsx","fetch","DELETE","/api/m224/${id}","TEMPLATE_ID_PARAMETER","/api/m224/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M326\M326Page.jsx","fetch","GET","/api/m326?${params}","TEMPLATE_INTERPOLATION","/api/m326"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M222\M222Page.jsx","fetch","GET","/api/m222?${params}","TEMPLATE_INTERPOLATION","/api/m222"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","POST","/enterprise-control/workflow/${instanceCode}/act","TEMPLATE_INTERPOLATION","/enterprise-control/workflow/:param/act"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M121\M121Page.jsx","fetch","GET","/api/m121?${params}","TEMPLATE_INTERPOLATION","/api/m121"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","POST","/advanced-features/${id}/enable","TEMPLATE_ID_PARAMETER","/advanced-features/:param/enable"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/load-balancers/${id}","TEMPLATE_ID_PARAMETER","/load-balancers/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","DELETE","/drought-monitoring/records/record/${id}","TEMPLATE_ID_PARAMETER","/drought-monitoring/records/record/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M064\M064Page.jsx","fetch","DELETE","/api/m064/${id}","TEMPLATE_ID_PARAMETER","/api/m064/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M118\M118.jsx","fetch","DELETE","/api/v1/backend-modules/M118/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M118/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M202\M202Page.jsx","fetch","GET","/api/m202/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m202/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M224\M224Page.jsx","fetch","GET","/api/m224?${params}","TEMPLATE_INTERPOLATION","/api/m224"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M304\M304Page.jsx","fetch","GET","/api/m304/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m304/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","DELETE","/climate-risk/assessments/assessment/${id}","TEMPLATE_ID_PARAMETER","/climate-risk/assessments/assessment/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M283\M283.jsx","fetch","DELETE","/api/v1/backend-modules/M283/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M283/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M110\M110Page.jsx","fetch","DELETE","/api/m110/${id}","TEMPLATE_ID_PARAMETER","/api/m110/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M240\M240.jsx","fetch","DELETE","/api/v1/backend-modules/M240/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M240/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","POST","/patches/${id}/apply","TEMPLATE_ID_PARAMETER","/patches/:param/apply"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M255\M255Page.jsx","fetch","GET","/api/m255/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m255/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M156\M156Page.jsx","fetch","GET","/api/m156?${params}","TEMPLATE_INTERPOLATION","/api/m156"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M267\M267Page.jsx","fetch","DELETE","/api/m267/${id}","TEMPLATE_ID_PARAMETER","/api/m267/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","PUT","/greenhouse-management/${id}","TEMPLATE_ID_PARAMETER","/greenhouse-management/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M267\M267Page.jsx","fetch","GET","/api/m267/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m267/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/boundaries/${id}","TEMPLATE_ID_PARAMETER","/boundaries/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","POST","/archives/${entity}/${id}","TEMPLATE_ID_PARAMETER","/archives/:param/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","POST","/penetration-tests/${id}/run","TEMPLATE_ID_PARAMETER","/penetration-tests/:param/run"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M127\M127.jsx","fetch","DELETE","/api/v1/backend-modules/M127/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M127/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M192\M192Page.jsx","fetch","GET","/api/m192/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m192/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M310\M310.jsx","fetch","DELETE","/api/v1/backend-modules/M310/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M310/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","DELETE","/animal-health/treatment/${id}","TEMPLATE_ID_PARAMETER","/animal-health/treatment/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M228\M228.jsx","fetch","DELETE","/api/v1/backend-modules/M228/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M228/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M151\M151Page.jsx","fetch","GET","/api/m151?${params}","TEMPLATE_INTERPOLATION","/api/m151"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M081\M081Page.jsx","fetch","GET","/api/m081/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m081/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M178\M178Page.jsx","fetch","DELETE","/api/m178/${id}","TEMPLATE_ID_PARAMETER","/api/m178/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M065\M065Page.jsx","fetch","GET","/api/m065/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m065/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","api","POST","${base}/protocols/${id}/review","TEMPLATE_ID_PARAMETER","/:param/protocols/:param/review"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M055\M055Page.jsx","fetch","GET","/api/m055/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m055/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M193\M193.jsx","fetch","DELETE","/api/v1/backend-modules/M193/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M193/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M279\M279Page.jsx","fetch","GET","/api/m279?${params}","TEMPLATE_INTERPOLATION","/api/m279"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/audio/${id}","TEMPLATE_ID_PARAMETER","/audio/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M164\M164Page.jsx","fetch","GET","/api/m164?${params}","TEMPLATE_INTERPOLATION","/api/m164"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M244\M244Page.jsx","fetch","GET","/api/m244/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m244/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M324\M324.jsx","fetch","DELETE","/api/v1/backend-modules/M324/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M324/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M032\M032Page.jsx","fetch","GET","/api/m032/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m032/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M176\M176Page.jsx","fetch","GET","/api/m176/search?q=${encodeURIComponent(searchQuery)}","TEMPLATE_INTERPOLATION","/api/m176/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","POST","/features/${id}/enable","TEMPLATE_ID_PARAMETER","/features/:param/enable"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","POST","/ai/strategies/${id}/execute","TEMPLATE_ID_PARAMETER","/ai/strategies/:param/execute"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M108\M108.jsx","fetch","DELETE","/api/v1/backend-modules/M108/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M108/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M204\M204.jsx","fetch","DELETE","/api/v1/backend-modules/M204/${id}","TEMPLATE_ID_PARAMETER","/api/v1/backend-modules/M204/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M180\M180Page.jsx","fetch","DELETE","/api/m180/${id}","TEMPLATE_ID_PARAMETER","/api/m180/:param"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","api","GET","/promotional-banners/${id}","TEMPLATE_ID_PARAMETER","/promotional-banners/:param"
