"File","SizeBytes","Lines","AxiosCreate","BaseUrlReferences","ApiGetCalls","ApiPostCalls","ApiPutCalls","ApiPatchCalls","ApiDeleteCalls"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","275849","6997","1","1","1755","1258","191","0","113"
