"File","Role","Client","Method","RawPath","PathClass","NormalizedPath"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/wikipedia/lookup","ROOT_RELATIVE","/wikipedia/lookup"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/orchestrations","ROOT_RELATIVE","/orchestrations"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M190\M190Page.jsx","OTHER","fetch","GET","/api/m190?${params}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/accountability-resilience-farming/build","ROOT_RELATIVE","/accountability-resilience-farming/build"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/nervous-system/execute-motor-function","ROOT_RELATIVE","/nervous-system/execute-motor-function"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M200\M200Page.jsx","OTHER","fetch","DELETE","/api/m200/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/wearable/status","ROOT_RELATIVE","/wearable/status"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M098\M098Page.jsx","OTHER","fetch","GET","/api/m098?${params}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/harvesting/schedule","ROOT_RELATIVE","/harvesting/schedule"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/comprehensive-erp/release-production-order/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M265\M265Page.jsx","OTHER","fetch","GET","/api/m265?${params}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","API_OR_SERVICE","api","POST","${base}/ai-assistance","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/partners-resilience-farming","ROOT_RELATIVE","/partners-resilience-farming"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/gdpr/request","ROOT_RELATIVE","/gdpr/request"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","PUT","/ai/gateway/config","ROOT_RELATIVE","/ai/gateway/config"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/experience-layer/motion","ROOT_RELATIVE","/experience-layer/motion"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M170\M170Page.jsx","OTHER","fetch","DELETE","/api/m170/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/roads","ROOT_RELATIVE","/roads"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/warnings/generate","ROOT_RELATIVE","/warnings/generate"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\operationsApi.js","API_OR_SERVICE","api","GET","/logistics/shipments","ROOT_RELATIVE","/logistics/shipments"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/goat/milk-production","ROOT_RELATIVE","/goat/milk-production"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/variety-directory/categories","ROOT_RELATIVE","/variety-directory/categories"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/role-permission/recommend-role-for-user","ROOT_RELATIVE","/role-permission/recommend-role-for-user"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M271\M271.jsx","PAGE","fetch","GET","/api/v1/backend-modules/M271/","API_PATH","/api/v1/backend-modules/M271"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/input-procurement/orders","ROOT_RELATIVE","/input-procurement/orders"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\commerceApi.js","API_OR_SERVICE","api","GET","/farmers","ROOT_RELATIVE","/farmers"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/compliance/tds-summary","ROOT_RELATIVE","/compliance/tds-summary"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M39\M39.jsx","PAGE","fetch","DELETE","/api/v1/backend-modules/M039/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/cyber-warfare/wage","ROOT_RELATIVE","/cyber-warfare/wage"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/disease-forecasting/forecasts/forecast","ROOT_RELATIVE","/disease-forecasting/forecasts/forecast"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\machineryVillageOpsService.js","API_OR_SERVICE","api","POST","/machinery-village-ops/resource-pools","ROOT_RELATIVE","/machinery-village-ops/resource-pools"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/throttling-rules","ROOT_RELATIVE","/throttling-rules"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/intellectual-property","ROOT_RELATIVE","/intellectual-property"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\operationsApi.js","API_OR_SERVICE","api","GET","/financial/loans/${id}/emi","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/consents","ROOT_RELATIVE","/consents"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/pattern-recognition-farming/implement","ROOT_RELATIVE","/pattern-recognition-farming/implement"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/purge-policies","ROOT_RELATIVE","/purge-policies"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/water-footprint-farming","ROOT_RELATIVE","/water-footprint-farming"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\components\Farmer\FarmerImagePortal.jsx","COMPONENT","fetch","POST","/api/farmer/portfolio/products","API_PATH","/api/farmer/portfolio/products"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M312\M312Page.jsx","OTHER","fetch","DELETE","/api/m312/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/climate-risk/assessments/assessment","ROOT_RELATIVE","/climate-risk/assessments/assessment"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/technology-resilience-farming","ROOT_RELATIVE","/technology-resilience-farming"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M265\M265Page.jsx","OTHER","fetch","DELETE","/api/m265/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/sso/providers","ROOT_RELATIVE","/sso/providers"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M316\M316Page.jsx","OTHER","fetch","GET","/api/m316?${params}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/cold-storage/temperature/${facilityId}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\coreApi.js","API_OR_SERVICE","api","GET","/users/profile","ROOT_RELATIVE","/users/profile"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\componentApi.js","API_OR_SERVICE","api","POST","/ai/voice/transcribe","ROOT_RELATIVE","/ai/voice/transcribe"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M040\M040Page.jsx","OTHER","fetch","GET","/api/m040?${params}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/cost-benefit-analysis/analyze","ROOT_RELATIVE","/cost-benefit-analysis/analyze"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M113\M113Page.jsx","OTHER","fetch","GET","/api/m113?${params}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/water-budgeting/report","ROOT_RELATIVE","/water-budgeting/report"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/procurement-subscription/statistics","ROOT_RELATIVE","/procurement-subscription/statistics"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/company/${companyId}/fiscal-years","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/villages","ROOT_RELATIVE","/villages"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M143\M143Page.jsx","OTHER","fetch","DELETE","/api/m143/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/shared-infra/assets","ROOT_RELATIVE","/shared-infra/assets"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M280\M280.jsx","PAGE","fetch","GET","/api/v1/backend-modules/M280/","API_PATH","/api/v1/backend-modules/M280"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/debugger","ROOT_RELATIVE","/debugger"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/workflow-manager","ROOT_RELATIVE","/workflow-manager"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M034\M034Page.jsx","OTHER","fetch","GET","/api/m034?${params}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/soil-conservation-farming","ROOT_RELATIVE","/soil-conservation-farming"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/reporting-resilience-farming","ROOT_RELATIVE","/reporting-resilience-farming"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/metric-analyses","ROOT_RELATIVE","/metric-analyses"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/sensor-farming","ROOT_RELATIVE","/sensor-farming"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/layouts/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M231\M231Page.jsx","OTHER","fetch","DELETE","/api/m231/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","PUT","/information-sharing/document/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/weather/advisory-triggers","ROOT_RELATIVE","/weather/advisory-triggers"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M243\M243Page.jsx","OTHER","fetch","GET","/api/m243?${params}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/schedule-manager","ROOT_RELATIVE","/schedule-manager"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","DELETE","/animal-health/examination/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\commerceApi.js","API_OR_SERVICE","api","GET","/seed-vault","ROOT_RELATIVE","/seed-vault"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","DELETE","/farmers/${farmerId}/fields/${fieldId}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/goat-farming/animals","ROOT_RELATIVE","/goat-farming/animals"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/soil-health-monitoring","ROOT_RELATIVE","/soil-health-monitoring"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/complete-ai-integration/recommend-livestock-breeding/${livestockId}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/pasture/manage","ROOT_RELATIVE","/pasture/manage"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","DELETE","/community-asset/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/decision-support","ROOT_RELATIVE","/decision-support"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/data-subjects/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\commerceApi.js","API_OR_SERVICE","api","POST","/products","ROOT_RELATIVE","/products"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M80\M80.jsx","PAGE","fetch","DELETE","/api/v1/backend-modules/M080/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/jurisdictions/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\operationsApi.js","API_OR_SERVICE","api","GET","/financial/overview","ROOT_RELATIVE","/financial/overview"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/onions/manage","ROOT_RELATIVE","/onions/manage"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/trending-products/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/decision-engine/status","ROOT_RELATIVE","/decision-engine/status"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/nervous-system/start-heart-beat","ROOT_RELATIVE","/nervous-system/start-heart-beat"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","PUT","/environment-config/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/flash-sales","ROOT_RELATIVE","/flash-sales"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M103\M103.jsx","PAGE","fetch","GET","/api/v1/backend-modules/M103/","API_PATH","/api/v1/backend-modules/M103"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/vineyards","ROOT_RELATIVE","/vineyards"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M090\M090Page.jsx","OTHER","fetch","GET","/api/m090?${params}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/library/recommendations","ROOT_RELATIVE","/library/recommendations"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/flood-resilience-farming","ROOT_RELATIVE","/flood-resilience-farming"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M242\M242.jsx","PAGE","fetch","GET","/api/v1/backend-modules/M242/","API_PATH","/api/v1/backend-modules/M242"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/comprehensive-erp/get-cost-center-report","ROOT_RELATIVE","/comprehensive-erp/get-cost-center-report"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/poultry-management/batches","ROOT_RELATIVE","/poultry-management/batches"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","PUT","/fertility-management/record/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","PUT","/multilingual/preferences","ROOT_RELATIVE","/multilingual/preferences"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","DELETE","/disease-forecasting/forecasts/forecast/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/reporting","ROOT_RELATIVE","/reporting"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/farm-operations-dashboard/kpis","ROOT_RELATIVE","/farm-operations-dashboard/kpis"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M246\M246Page.jsx","OTHER","fetch","GET","/api/m246?${params}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M307\M307Page.jsx","OTHER","fetch","GET","/api/m307/search?q=${encodeURIComponent(searchQuery)}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/adaptive-strategies","ROOT_RELATIVE","/adaptive-strategies"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/individual-warfare/wage","ROOT_RELATIVE","/individual-warfare/wage"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/variety-directory/request-image","ROOT_RELATIVE","/variety-directory/request-image"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/digital-civil-disobedience","ROOT_RELATIVE","/digital-civil-disobedience"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M110\M110.jsx","PAGE","fetch","DELETE","/api/v1/backend-modules/M110/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/pasture","ROOT_RELATIVE","/pasture"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","POST","/engineering-project/project","ROOT_RELATIVE","/engineering-project/project"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/collective-warfare","ROOT_RELATIVE","/collective-warfare"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","GET","/best-sellers/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M046\M046Page.jsx","OTHER","fetch","GET","/api/m046/search?q=${encodeURIComponent(searchQuery)}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","API_OR_SERVICE","api","PUT","/dairy/animal/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M188\M188.jsx","PAGE","fetch","DELETE","/api/v1/backend-modules/M188/${id}","DYNAMIC_OR_TEMPLATE",
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M276\M276Page.jsx","OTHER","fetch","GET","/api/m276?${params}","DYNAMIC_OR_TEMPLATE",
