"FrontendCandidateCalls","StaticCallsEvaluated","DynamicCallsDeferred","EffectiveBackendEndpoints","ExactMethodPathMatches","ParameterizedPathMatches","NoStaticBackendMatch","BackendEndpointsConsumed","BackendEndpointsNotObserved"
"5050","3049","2001","4599","313","1","2735","314","4285"
