"StaticUnresolved","DynamicUnresolved","CombinedUnresolved","UniqueMethodRouteFamilies","RepeatedRouteFamilies","SingletonRouteFamilies","UniquePrefix3Families","SourceFilesWithUnresolved","CentralApiUnresolved","OtherFilesUnresolved","CentralApiSharePercent"
"687","1695","2382","2357","22","2335","2115","344","1277","1105","53.61"
