"MountedRoots","RouterMatrixRows","RouterMatrixDuplicates","MissingRouterMatrixRoots","DependencyNodes","UniquePhysicalEdges","UniqueLocalResolvedEdges","UnresolvedLocalEdges","DynamicIndicators","DepthLimitEdges","ShallowMountedRouters","SCCGraphNodes","StronglyConnectedComponents","CyclicComponents","SelfDependencyEdges","UniqueExceptionFiles"
"668","668","0","0","1941","6541","5521","4","4","69","47","1941","166","1","1","1840"
