"System","Path","Extension","SizeBytes","LastWriteTimeUtc"
"local-image-gen","Dockerfile","","1808","30-08-2026 03:11:55"
"local-image-gen","main.py",".py","7859","30-08-2026 03:11:42"
"local-image-gen","README.md",".md","5432","30-08-2026 07:32:13"
"local-image-gen","requirements.txt",".txt","579","30-08-2026 03:11:47"
"local-image-gen","__pycache__\main.cpython-314.pyc",".pyc","10363","30-08-2026 07:33:46"
