"SourceLine","Method","Path","SourceText","Extraction"
"1758","POST","/farmer-family/add","addFamilyMember: (data) => api.post('/farmer-family/add', data),","DIRECT_SAME_LINE"
"1762","GET","/farm-analytics","getFarmAnalytics: () => api.get('/farm-analytics'),","DIRECT_SAME_LINE"
"1763","POST","/farm-analytics/analyze","analyzeFarm: (data) => api.post('/farm-analytics/analyze', data),","DIRECT_SAME_LINE"
"1767","GET","/experience","getExperiences: () => api.get('/experience'),","DIRECT_SAME_LINE"
"1768","POST","/experience/add","addExperience: (data) => api.post('/experience/add', data),","DIRECT_SAME_LINE"
"1769","GET","/experience-layer/accessibility","accessibility: () => api.get('/experience-layer/accessibility'),","DIRECT_SAME_LINE"
"1770","GET","/experience-layer/components","components: (params) => api.get('/experience-layer/components', { params }),","DIRECT_SAME_LINE"
"1771","POST","/experience-layer/motion","motion: (reducedMotion) => api.post('/experience-layer/motion', { reducedMotion }),","DIRECT_SAME_LINE"
"1772","GET","/experience-layer/themes","themes: () => api.get('/experience-layer/themes'),","DIRECT_SAME_LINE"
"1773","POST","/experience-layer/contrast","contrast: (fg, bg, large) => api.post('/experience-layer/contrast', { fg, bg, large }),","DIRECT_SAME_LINE"
"1777","GET","/escrow","getEscrows: () => api.get('/escrow'),","DIRECT_SAME_LINE"
"1778","POST","/escrow","createEscrow: (data) => api.post('/escrow', data),","DIRECT_SAME_LINE"
"1779","GET","/escrow/list","list: () => api.get('/escrow/list'),","DIRECT_SAME_LINE"
"1780","POST","/escrow/${escrowId}/release","release: (escrowId, data) => api.post(`/escrow/${escrowId}/release`, data),","DIRECT_SAME_LINE"
"1781","POST","/escrow/${escrowId}/refund","refund: (escrowId) => api.post(`/escrow/${escrowId}/refund`),","DIRECT_SAME_LINE"
"1785","GET","/equipment-exchange","getEquipmentExchange: () => api.get('/equipment-exchange'),","DIRECT_SAME_LINE"
"1786","POST","/equipment-exchange/exchange","exchangeEquipment: (data) => api.post('/equipment-exchange/exchange', data),","DIRECT_SAME_LINE"
"1787","POST","/equipment-exchange/listing","createListing: (data) => api.post('/equipment-exchange/listing', data),","DIRECT_SAME_LINE"
"1788","GET","/equipment-exchange/listings","listAvailable: (params) => api.get('/equipment-exchange/listings', { params }),","DIRECT_SAME_LINE"
"1789","GET","/equipment-exchange/listing/${listingId}","getListing: (listingId) => api.get(`/equipment-exchange/listing/${listingId}`),","DIRECT_SAME_LINE"
"1790","POST","/equipment-exchange/listing/${listingId}/reserve","reserveListing: (listingId) => api.post(`/equipment-exchange/listing/${listingId}/reserve`),","DIRECT_SAME_LINE"
"1791","POST","/equipment-exchange/listing/${listingId}/complete","completeExchange: (listingId) => api.post(`/equipment-exchange/listing/${listingId}/complete`),","DIRECT_SAME_LINE"
"1792","POST","/equipment-exchange/listing/${listingId}/withdraw","withdrawListing: (listingId) => api.post(`/equipment-exchange/listing/${listingId}/withdraw`),","DIRECT_SAME_LINE"
"1796","GET","/enterprise-route-support","getEnterpriseRouteSupport: () => api.get('/enterprise-route-support'),","DIRECT_SAME_LINE"
"1797","POST","/enterprise-route-support/support","supportRoute: (data) => api.post('/enterprise-route-support/support', data),","DIRECT_SAME_LINE"
"1801","GET","/enterprise-integration","getEnterpriseIntegration: () => api.get('/enterprise-integration'),","DIRECT_SAME_LINE"
"1802","POST","/enterprise-integration/integrate","integrateEnterprise: (data) => api.post('/enterprise-integration/integrate', data),","DIRECT_SAME_LINE"
"1803","GET","/enterprise-integration/current","getCurrentOrganizationIntegrations: () => api.get('/enterprise-integration/current'),","DIRECT_SAME_LINE"
"1804","GET","/enterprise-integration/health/${integrationId}","getIntegrationHealth: (integrationId) => api.get(`/enterprise-integration/health/${integrationId}`),","DIRECT_SAME_LINE"
"1808","GET","/enterprise-ai","getEnterpriseAI: () => api.get('/enterprise-ai'),","DIRECT_SAME_LINE"
"1809","POST","/enterprise-ai/run","runEnterpriseAI: (data) => api.post('/enterprise-ai/run', data),","DIRECT_SAME_LINE"
"1813","GET","/engineering-project","getEngineeringProjects: () => api.get('/engineering-project'),","DIRECT_SAME_LINE"
"1814","POST","/engineering-project/project","createProject: (data) => api.post('/engineering-project/project', data),","DIRECT_SAME_LINE"
"1815","GET","/engineering-project/project/${id}","getProject: (id) => api.get(`/engineering-project/project/${id}`),","DIRECT_SAME_LINE"
"1816","GET","/engineering-project/projects","listProjects: (params) => api.get('/engineering-project/projects', { params }),","DIRECT_SAME_LINE"
"1817","PUT","/engineering-project/project/${id}/phase","updateProjectPhase: (id, data) => api.put(`/engineering-project/project/${id}/phase`, data),","DIRECT_SAME_LINE"
"1818","POST","/engineering-project/project/${id}/cost-estimate","createCostEstimate: (id, data) => api.post(`/engineering-project/project/${id}/cost-estimate`, data),","DIRECT_SAME_LINE"
"1819","GET","/engineering-project/project/${id}/cost-estimates","getCostEstimates: (id) => api.get(`/engineering-project/project/${id}/cost-estimates`),","DIRECT_SAME_LINE"
"1823","GET","/energy","getEnergy: () => api.get('/energy'),","DIRECT_SAME_LINE"
"1824","POST","/energy/manage","manageEnergy: (data) => api.post('/energy/manage', data),","DIRECT_SAME_LINE"
"1828","GET","/ecommerce","getEcommerce: () => api.get('/ecommerce'),","DIRECT_SAME_LINE"
"1829","POST","/ecommerce/manage","manageEcommerce: (data) => api.post('/ecommerce/manage', data),","DIRECT_SAME_LINE"
"1830","GET","/ecommerce-marketplace/gi-listings","getGIListings: (params) => api.get('/ecommerce-marketplace/gi-listings', { params }),","DIRECT_SAME_LINE"
"1831","GET","/ecommerce-marketplace/listings","getListings: (params) => api.get('/ecommerce-marketplace/listings', { params }),","DIRECT_SAME_LINE"
"1832","GET","/ecommerce-marketplace/price-trends/${categoryId}","getPriceTrends: (categoryId, period) => api.get(`/ecommerce-marketplace/price-trends/${categoryId}`, { params: { period } }),","DIRECT_SAME_LINE"
"1833","GET","/ecommerce-marketplace/seller-analytics","getSellerAnalytics: (period) => api.get('/ecommerce-marketplace/seller-analytics', { params: { period } }),","DIRECT_SAME_LINE"
"1834","GET","/ecommerce-marketplace/seller-origins","getSellerOrigins: () => api.get('/ecommerce-marketplace/seller-origins'),","DIRECT_SAME_LINE"
"1835","GET","/ecommerce-marketplace/seller-listings","getSellerListings: () => api.get('/ecommerce-marketplace/seller-listings'),","DIRECT_SAME_LINE"
"1836","POST","/ecommerce-marketplace/listing","createListing: (data) => api.post('/ecommerce-marketplace/listing', data),","DIRECT_SAME_LINE"
"1837","PUT","/ecommerce-marketplace/listing/${id}","updateListing: (id, data) => api.put(`/ecommerce-marketplace/listing/${id}`, data),","DIRECT_SAME_LINE"
"1838","DELETE","/ecommerce-marketplace/listing/${id}","deleteListing: (id) => api.delete(`/ecommerce-marketplace/listing/${id}`),","DIRECT_SAME_LINE"
"1842","GET","/ecommerce-marketing","getEcommerceMarketing: (filters) => api.get('/ecommerce-marketing', { params: filters }),","DIRECT_SAME_LINE"
"1843","POST","/ecommerce-marketing/campaign","runMarketingCampaign: (data) => api.post('/ecommerce-marketing/campaign', data),","DIRECT_SAME_LINE"
"1847","GET","/ecommerce-integration","getEcommerceIntegration: () => api.get('/ecommerce-integration'),","DIRECT_SAME_LINE"
"1848","POST","/ecommerce-integration/integrate","integrateEcommerce: (data) => api.post('/ecommerce-integration/integrate', data),","DIRECT_SAME_LINE"
"1849","GET","/ecommerce-integration/dietitian-recommendation","getDietitianRecommendation: () => api.get('/ecommerce-integration/dietitian-recommendation'),","DIRECT_SAME_LINE"
"1850","POST","/ecommerce-integration/cart-nutrition","calculateCartNutrition: (data) => api.post('/ecommerce-integration/cart-nutrition', data),","DIRECT_SAME_LINE"
"1851","GET","/ecommerce-integration/nutrition-score/${productId}","calculateNutritionScore: (productId) => api.get(`/ecommerce-integration/nutrition-score/${productId}`),","DIRECT_SAME_LINE"
"1852","GET","/ecommerce-integration/compatibility/${productId}","checkCompatibility: (productId) => api.get(`/ecommerce-integration/compatibility/${productId}`),","DIRECT_SAME_LINE"
"1853","GET","/ecommerce-integration/dietitian-collections","getDietitianCollections: (dietitianId) => api.get('/ecommerce-integration/dietitian-collections', { params: { dietitianId } }),","DIRECT_SAME_LINE"
"1854","GET","/ecommerce-integration/health-recommendations","getHealthRecommendations: (limit) => api.get('/ecommerce-integration/health-recommendations', { params: { limit } }),","DIRECT_SAME_LINE"
"1855","GET","/ecommerce-integration/nutrition-price-premium/${productId}","getNutritionPricePremium: (productId, basePrice) => api.get(`/ecommerce-integration/nutrition-price-premium/${productId}`, { params: { basePrice } }),","DIRECT_SAME_LINE"
"1856","GET","/ecommerce-integration/recipe-products/${recipeId}","getRecipeProducts: (recipeId) => api.get(`/ecommerce-integration/recipe-products/${recipeId}`),","DIRECT_SAME_LINE"
"1857","GET","/ecommerce-integration/recipe-suggestions/${productId}","getRecipeSuggestions: (productId, limit) => api.get(`/ecommerce-integration/recipe-suggestions/${productId}`, { params: { limit } }),","DIRECT_SAME_LINE"
"1861","GET","/ecommerce-erp","getEcommerceERP: () => api.get('/ecommerce-erp'),","DIRECT_SAME_LINE"
"1862","PUT","/ecommerce-erp/configure","configureERP: (data) => api.put('/ecommerce-erp/configure', data),","DIRECT_SAME_LINE"
"1863","POST","/ecommerce-erp/production-order","createProductionOrder: (data) => api.post('/ecommerce-erp/production-order', data),","DIRECT_SAME_LINE"
"1864","POST","/ecommerce-erp/general-ledger","postToGeneralLedger: (data) => api.post('/ecommerce-erp/general-ledger', data),","DIRECT_SAME_LINE"
"1865","POST","/ecommerce-erp/sync-customer-crm/${userId}","syncCustomerWithCRM: (userId) => api.post(`/ecommerce-erp/sync-customer-crm/${userId}`),","DIRECT_SAME_LINE"
"1866","GET","/ecommerce-erp/gst-invoice/${orderId}","generateGSTInvoice: (orderId) => api.get(`/ecommerce-erp/gst-invoice/${orderId}`),","DIRECT_SAME_LINE"
"1867","GET","/ecommerce-erp/sync-inventory/${productId}","syncInventoryWithERP: (productId) => api.get(`/ecommerce-erp/sync-inventory/${productId}`),","DIRECT_SAME_LINE"
"1871","GET","/dpr-generation","getDPRGeneration: () => api.get('/dpr-generation'),","DIRECT_SAME_LINE"
"1872","POST","/dpr-generation/generate","generateDPR: (data) => api.post('/dpr-generation/generate', data),","DIRECT_SAME_LINE"
"1876","GET","/diet-therapy","getDietTherapy: () => api.get('/diet-therapy'),","DIRECT_SAME_LINE"
"1877","POST","/diet-therapy/prescribe","prescribeDiet: (data) => api.post('/diet-therapy/prescribe', data),","DIRECT_SAME_LINE"
"1881","GET","/demand","getDemand: () => api.get('/demand'),","DIRECT_SAME_LINE"
"1882","POST","/demand/forecast","forecastDemand: (data) => api.post('/demand/forecast', data),","DIRECT_SAME_LINE"
"1886","GET","/defense-fitness-prep","getDefenseFitnessPrep: () => api.get('/defense-fitness-prep'),","DIRECT_SAME_LINE"
"1887","POST","/defense-fitness-prep/prepare","prepareDefense: (data) => api.post('/defense-fitness-prep/prepare', data),","DIRECT_SAME_LINE"
"1888","GET","/defense-fitness-prep/categories","getCategories: () => api.get('/defense-fitness-prep/categories'),","DIRECT_SAME_LINE"
"1889","GET","/defense-fitness-prep/readiness/${category}","getReadiness: (category, gender) => api.get(`/defense-fitness-prep/readiness/${category}`, { params: { gender } }),","DIRECT_SAME_LINE"
"1890","POST","/defense-fitness-prep/attempt","recordAttempt: (category, testComponent, value, source) => api.post('/defense-fitness-prep/attempt', { category, testComponent, value, source }),","DIRECT_SAME_LINE"
"1894","GET","/decision-support","getDecisionSupport: () => api.get('/decision-support'),","DIRECT_SAME_LINE"
"1895","POST","/decision-support/make","makeDecision: (data) => api.post('/decision-support/make', data),","DIRECT_SAME_LINE"
"1896","GET","/decision-support/scheme-expiry-status","schemeExpiryStatus: () => api.get('/decision-support/scheme-expiry-status'),","DIRECT_SAME_LINE"
"1897","POST","/decision-support/alloc-score","allocScore: (data) => api.post('/decision-support/alloc-score', data),","DIRECT_SAME_LINE"
"1898","POST","/decision-support/compliance-gaps","complianceGaps: (data) => api.post('/decision-support/compliance-gaps', data),","DIRECT_SAME_LINE"
"1899","POST","/decision-support/eco-logistics-miles","ecoLogisticsMiles: (data) => api.post('/decision-support/eco-logistics-miles', data),","DIRECT_SAME_LINE"
"1900","POST","/decision-support/harvest-points","harvestPoints: (data) => api.post('/decision-support/harvest-points', data),","DIRECT_SAME_LINE"
"1901","POST","/decision-support/corp-credit-eligible","corpCreditEligible: (data) => api.post('/decision-support/corp-credit-eligible', data),","DIRECT_SAME_LINE"
"1902","POST","/decision-support/compost-plan","compostPlan: (data) => api.post('/decision-support/compost-plan', data),","DIRECT_SAME_LINE"
"1903","POST","/decision-support/floor-benchmark","floorBenchmark: (data) => api.post('/decision-support/floor-benchmark', data),","DIRECT_SAME_LINE"
"1907","GET","/data-visualization","getDataVisualization: () => api.get('/data-visualization'),","DIRECT_SAME_LINE"
"1908","POST","/data-visualization/visualize","visualizeData: (data) => api.post('/data-visualization/visualize', data),","DIRECT_SAME_LINE"
"1912","GET","/dashboard","getDashboard: () => api.get('/dashboard'),","DIRECT_SAME_LINE"
"1913","GET","/dashboard/${id}","getDashboardData: (id) => api.get(`/dashboard/${id}`),","DIRECT_SAME_LINE"
"1917","GET","/dairy","getDairy: () => api.get('/dairy'),","DIRECT_SAME_LINE"
"1918","POST","/dairy/manage","manageDairy: (data) => api.post('/dairy/manage', data),","DIRECT_SAME_LINE"
"1919","GET","/dairy/animals","getAnimals: (params) => api.get('/dairy/animals', { params }),","DIRECT_SAME_LINE"
"1920","POST","/dairy/animal","createAnimal: (data) => api.post('/dairy/animal', data),","DIRECT_SAME_LINE"
"1921","PUT","/dairy/animal/${id}","updateAnimal: (id, data) => api.put(`/dairy/animal/${id}`, data),","DIRECT_SAME_LINE"
"1922","DELETE","/dairy/animal/${id}","deleteAnimal: (id) => api.delete(`/dairy/animal/${id}`),","DIRECT_SAME_LINE"
"1923","GET","/dairy/milk-records","getMilkRecords: (params) => api.get('/dairy/milk-records', { params }),","DIRECT_SAME_LINE"
"1924","POST","/dairy/milk-record","recordMilk: (data) => api.post('/dairy/milk-record', data),","DIRECT_SAME_LINE"
"1928","GET","/crop-value-research","getCropValueResearch: () => api.get('/crop-value-research'),","DIRECT_SAME_LINE"
"1929","POST","/crop-value-research/research","researchCropValue: (data) => api.post('/crop-value-research/research', data),","DIRECT_SAME_LINE"
"1930","GET","/crop-value-research/pending","getPending: () => api.get('/crop-value-research/pending'),","DIRECT_SAME_LINE"
"1931","POST","/crop-value-research/${id}/review","review: (id, approve) => api.post(`/crop-value-research/${id}/review`, { approve }),","DIRECT_SAME_LINE"
"1935","GET","/crop-recommendations","getCropRecommendations: () => api.get('/crop-recommendations'),","DIRECT_SAME_LINE"
"1936","POST","/crop-recommendations/get","getRecommendations: (data) => api.post('/crop-recommendations/get', data),","DIRECT_SAME_LINE"
"1940","GET","/crop-planning","getCropPlanning: () => api.get('/crop-planning'),","DIRECT_SAME_LINE"
"1941","POST","/crop-planning/plan","planCrops: (data) => api.post('/crop-planning/plan', data),","DIRECT_SAME_LINE"
"1945","GET","/crop-management","getCropManagement: () => api.get('/crop-management'),","DIRECT_SAME_LINE"
"1946","POST","/crop-management/manage","manageCrops: (data) => api.post('/crop-management/manage', data),","DIRECT_SAME_LINE"
"1950","GET","/cost","getCosts: () => api.get('/cost'),","DIRECT_SAME_LINE"
"1951","POST","/cost/calculate","calculateCost: (data) => api.post('/cost/calculate', data),","DIRECT_SAME_LINE"
"1955","GET","/cost-control","getCostControl: () => api.get('/cost-control'),","DIRECT_SAME_LINE"
"1956","POST","/cost-control/control","controlCosts: (data) => api.post('/cost-control/control', data),","DIRECT_SAME_LINE"
"1957","POST","/cost-control/cost-center","createCostCenter: (data) => api.post('/cost-control/cost-center', data),","DIRECT_SAME_LINE"
"1958","GET","/cost-control/cost-centers/${companyId}","getCostCenters: (companyId, params) => api.get(`/cost-control/cost-centers/${companyId}`, { params }),","DIRECT_SAME_LINE"
"1959","GET","/cost-control/cost-center/${costCenterId}","getCostCenter: (costCenterId) => api.get(`/cost-control/cost-center/${costCenterId}`),","DIRECT_SAME_LINE"
"1960","GET","/cost-control/cost-center/${costCenterId}/actuals","getCostCenterActuals: (costCenterId, params) => api.get(`/cost-control/cost-center/${costCenterId}/actuals`, { params }),","DIRECT_SAME_LINE"
"1961","POST","/cost-control/profit-center","createProfitCenter: (data) => api.post('/cost-control/profit-center', data),","DIRECT_SAME_LINE"
"1962","GET","/cost-control/profit-centers/${companyId}","getProfitCenters: (companyId, params) => api.get(`/cost-control/profit-centers/${companyId}`, { params }),","DIRECT_SAME_LINE"
"1963","POST","/cost-control/budget","createBudget: (data) => api.post('/cost-control/budget', data),","DIRECT_SAME_LINE"
"1964","GET","/cost-control/budgets/${companyId}","getBudgets: (companyId, params) => api.get(`/cost-control/budgets/${companyId}`, { params }),","DIRECT_SAME_LINE"
"1965","GET","/cost-control/budget/${budgetId}","getBudget: (budgetId) => api.get(`/cost-control/budget/${budgetId}`),","DIRECT_SAME_LINE"
"1966","POST","/cost-control/budget/${budgetId}/submit","submitBudget: (budgetId) => api.post(`/cost-control/budget/${budgetId}/submit`),","DIRECT_SAME_LINE"
"1967","POST","/cost-control/budget/${budgetId}/approve","approveBudget: (budgetId, approved) => api.post(`/cost-control/budget/${budgetId}/approve`, { approved }),","DIRECT_SAME_LINE"
"1968","POST","/cost-control/budget/${budgetId}/line","addBudgetLine: (budgetId, data) => api.post(`/cost-control/budget/${budgetId}/line`, data),","DIRECT_SAME_LINE"
"1969","GET","/cost-control/budget/${budgetId}/lines","getBudgetLines: (budgetId) => api.get(`/cost-control/budget/${budgetId}/lines`),","DIRECT_SAME_LINE"
"1970","GET","/cost-control/budget/${budgetId}/vs-actual","getBudgetVsActual: (budgetId) => api.get(`/cost-control/budget/${budgetId}/vs-actual`),","DIRECT_SAME_LINE"
"1971","GET","/cost-control/budget/${budgetId}/cost-reduction-recommendations","getCostReductionRecommendations: (budgetId) => api.get(`/cost-control/budget/${budgetId}/cost-reduction-recommendations`),","DIRECT_SAME_LINE"
"1975","GET","/cooperative-share","getCooperativeShares: () => api.get('/cooperative-share'),","DIRECT_SAME_LINE"
"1976","POST","/cooperative-share/buy","buyShare: (data) => api.post('/cooperative-share/buy', data),","DIRECT_SAME_LINE"
"1977","POST","/cooperative-share/member","addMember: (data) => api.post('/cooperative-share/member', data),","DIRECT_SAME_LINE"
"1978","GET","/cooperative-share/members/${fpoId}","listMembers: (fpoId) => api.get(`/cooperative-share/members/${fpoId}`),","DIRECT_SAME_LINE"
"1979","GET","/cooperative-share/paid-up-capital/${fpoId}","getPaidUpCapital: (fpoId) => api.get(`/cooperative-share/paid-up-capital/${fpoId}`),","DIRECT_SAME_LINE"
"1980","POST","/cooperative-share/distribution/preview","previewDistribution: (data) => api.post('/cooperative-share/distribution/preview', data),","DIRECT_SAME_LINE"
"1981","POST","/cooperative-share/distribution","createDistribution: (data) => api.post('/cooperative-share/distribution', data),","DIRECT_SAME_LINE"
"1982","GET","/cooperative-share/distribution/${id}","getDistribution: (id) => api.get(`/cooperative-share/distribution/${id}`),","DIRECT_SAME_LINE"
"1983","GET","/cooperative-share/distributions/${fpoId}","listDistributions: (fpoId) => api.get(`/cooperative-share/distributions/${fpoId}`),","DIRECT_SAME_LINE"
"1987","GET","/comprehensive-erp","getComprehensiveERP: () => api.get('/comprehensive-erp'),","DIRECT_SAME_LINE"
"1988","PUT","/comprehensive-erp/configure","configureERP: (data) => api.put('/comprehensive-erp/configure', data),","DIRECT_SAME_LINE"
"1990","POST","/comprehensive-erp/create-chart-of-accounts","createChartOfAccounts: (data) => api.post('/comprehensive-erp/create-chart-of-accounts', data),","DIRECT_SAME_LINE"
"1991","POST","/comprehensive-erp/create-g-l-account","createGLAccount: (data) => api.post('/comprehensive-erp/create-g-l-account', data),","DIRECT_SAME_LINE"
"1992","POST","/comprehensive-erp/post-journal-entry","postJournalEntry: (data) => api.post('/comprehensive-erp/post-journal-entry', data),","DIRECT_SAME_LINE"
"1993","GET","/comprehensive-erp/get-trial-balance","getTrialBalance: (params) => api.get('/comprehensive-erp/get-trial-balance', { params }),","DIRECT_SAME_LINE"
"1994","GET","/comprehensive-erp/get-balance-sheet","getBalanceSheet: (params) => api.get('/comprehensive-erp/get-balance-sheet', { params }),","DIRECT_SAME_LINE"
"1995","GET","/comprehensive-erp/get-profit-loss","getProfitLoss: (params) => api.get('/comprehensive-erp/get-profit-loss', { params }),","DIRECT_SAME_LINE"
"1996","GET","/comprehensive-erp/analyze-financials-a-i","analyzeFinancialsAI: (params) => api.get('/comprehensive-erp/analyze-financials-a-i', { params }),","DIRECT_SAME_LINE"
"1998","POST","/comprehensive-erp/create-cost-center","createCostCenter: (data) => api.post('/comprehensive-erp/create-cost-center', data),","DIRECT_SAME_LINE"
"1999","POST","/comprehensive-erp/create-profit-center","createProfitCenter: (data) => api.post('/comprehensive-erp/create-profit-center', data),","DIRECT_SAME_LINE"
"2000","POST","/comprehensive-erp/post-cost-allocation","postCostAllocation: (data) => api.post('/comprehensive-erp/post-cost-allocation', data),","DIRECT_SAME_LINE"
"2001","GET","/comprehensive-erp/get-cost-center-report","getCostCenterReport: (params) => api.get('/comprehensive-erp/get-cost-center-report', { params }),","DIRECT_SAME_LINE"
"2002","GET","/comprehensive-erp/get-profit-center-report","getProfitCenterReport: (params) => api.get('/comprehensive-erp/get-profit-center-report', { params }),","DIRECT_SAME_LINE"
"2004","POST","/comprehensive-erp/create-material-master","createMaterialMaster: (data) => api.post('/comprehensive-erp/create-material-master', data),","DIRECT_SAME_LINE"
"2005","POST","/comprehensive-erp/create-purchase-order","createPurchaseOrder: (data) => api.post('/comprehensive-erp/create-purchase-order', data),","DIRECT_SAME_LINE"
"2006","POST","/comprehensive-erp/create-goods-receipt","createGoodsReceipt: (data) => api.post('/comprehensive-erp/create-goods-receipt', data),","DIRECT_SAME_LINE"
"2007","GET","/comprehensive-erp/get-inventory-overview","getInventoryOverview: (params) => api.get('/comprehensive-erp/get-inventory-overview', { params }),","DIRECT_SAME_LINE"
"2008","GET","/comprehensive-erp/optimize-supply-chain-a-i","optimizeSupplyChainAI: (params) => api.get('/comprehensive-erp/optimize-supply-chain-a-i', { params }),","DIRECT_SAME_LINE"
"2010","POST","/comprehensive-erp/create-customer-master","createCustomerMaster: (data) => api.post('/comprehensive-erp/create-customer-master', data),","DIRECT_SAME_LINE"
"2011","POST","/comprehensive-erp/create-sales-order","createSalesOrder: (data) => api.post('/comprehensive-erp/create-sales-order', data),","DIRECT_SAME_LINE"
"2012","POST","/comprehensive-erp/create-delivery","createDelivery: (data) => api.post('/comprehensive-erp/create-delivery', data),","DIRECT_SAME_LINE"
"2013","POST","/comprehensive-erp/create-invoice","createInvoice: (data) => api.post('/comprehensive-erp/create-invoice', data),","DIRECT_SAME_LINE"
"2015","POST","/comprehensive-erp/create-production-order","createProductionOrder: (data) => api.post('/comprehensive-erp/create-production-order', data),","DIRECT_SAME_LINE"
"2016","POST","/comprehensive-erp/release-production-order/${id}","releaseProductionOrder: (id) => api.post(`/comprehensive-erp/release-production-order/${id}`),","DIRECT_SAME_LINE"
"2017","POST","/comprehensive-erp/confirm-production-order/${id}","confirmProductionOrder: (id, data) => api.post(`/comprehensive-erp/confirm-production-order/${id}`, data),","DIRECT_SAME_LINE"
"2018","GET","/comprehensive-erp/optimize-production-a-i","optimizeProductionAI: (params) => api.get('/comprehensive-erp/optimize-production-a-i', { params }),","DIRECT_SAME_LINE"
"2020","POST","/comprehensive-erp/create-inspection-lot","createInspectionLot: (data) => api.post('/comprehensive-erp/create-inspection-lot', data),","DIRECT_SAME_LINE"
"2021","POST","/comprehensive-erp/record-inspection-result","recordInspectionResult: (data) => api.post('/comprehensive-erp/record-inspection-result', data),","DIRECT_SAME_LINE"
"2022","POST","/comprehensive-erp/make-usage-decision/${id}","makeUsageDecision: (id, data) => api.post(`/comprehensive-erp/make-usage-decision/${id}`, data),","DIRECT_SAME_LINE"
"2024","POST","/comprehensive-erp/create-equipment-master","createEquipmentMaster: (data) => api.post('/comprehensive-erp/create-equipment-master', data),","DIRECT_SAME_LINE"
"2025","POST","/comprehensive-erp/create-maintenance-order","createMaintenanceOrder: (data) => api.post('/comprehensive-erp/create-maintenance-order', data),","DIRECT_SAME_LINE"
"2026","POST","/comprehensive-erp/confirm-maintenance-order/${id}","confirmMaintenanceOrder: (id, data) => api.post(`/comprehensive-erp/confirm-maintenance-order/${id}`, data),","DIRECT_SAME_LINE"
"2028","POST","/comprehensive-erp/create-employee-master","createEmployeeMaster: (data) => api.post('/comprehensive-erp/create-employee-master', data),","DIRECT_SAME_LINE"
"2029","POST","/comprehensive-erp/create-organizational-unit","createOrganizationalUnit: (data) => api.post('/comprehensive-erp/create-organizational-unit', data),","DIRECT_SAME_LINE"
"2030","POST","/comprehensive-erp/process-payroll","processPayroll: (data) => api.post('/comprehensive-erp/process-payroll', data),","DIRECT_SAME_LINE"
"2031","GET","/comprehensive-erp/analyze-h-r-a-i","analyzeHRAI: (params) => api.get('/comprehensive-erp/analyze-h-r-a-i', { params }),","DIRECT_SAME_LINE"
"2033","POST","/comprehensive-erp/create-project-definition","createProjectDefinition: (data) => api.post('/comprehensive-erp/create-project-definition', data),","DIRECT_SAME_LINE"
"2034","POST","/comprehensive-erp/create-w-b-s","createWBS: (data) => api.post('/comprehensive-erp/create-w-b-s', data),","DIRECT_SAME_LINE"
"2035","POST","/comprehensive-erp/update-project-status/${id}","updateProjectStatus: (id, data) => api.post(`/comprehensive-erp/update-project-status/${id}`, data),","DIRECT_SAME_LINE"
"2036","POST","/comprehensive-erp/analyze-project-a-i/${id}","analyzeProjectAI: (id) => api.post(`/comprehensive-erp/analyze-project-a-i/${id}`),","DIRECT_SAME_LINE"
"2038","POST","/comprehensive-erp/create-bank-account","createBankAccount: (data) => api.post('/comprehensive-erp/create-bank-account', data),","DIRECT_SAME_LINE"
"2039","POST","/comprehensive-erp/record-cash-flow","recordCashFlow: (data) => api.post('/comprehensive-erp/record-cash-flow', data),","DIRECT_SAME_LINE"
"2040","GET","/comprehensive-erp/get-cash-position","getCashPosition: (params) => api.get('/comprehensive-erp/get-cash-position', { params }),","DIRECT_SAME_LINE"
"2042","POST","/comprehensive-erp/create-fixed-asset","createFixedAsset: (data) => api.post('/comprehensive-erp/create-fixed-asset', data),","DIRECT_SAME_LINE"
"2043","POST","/comprehensive-erp/calculate-depreciation/${id}","calculateDepreciation: (id, data) => api.post(`/comprehensive-erp/calculate-depreciation/${id}`, data),","DIRECT_SAME_LINE"
"2045","GET","/comprehensive-erp/get-executive-dashboard","getExecutiveDashboard: (params) => api.get('/comprehensive-erp/get-executive-dashboard', { params }),","DIRECT_SAME_LINE"
"2046","GET","/comprehensive-erp/get-profitability-analysis","getProfitabilityAnalysis: (params) => api.get('/comprehensive-erp/get-profitability-analysis', { params }),","DIRECT_SAME_LINE"
"2050","GET","/compliance-tracking","getComplianceTracking: () => api.get('/compliance-tracking'),","DIRECT_SAME_LINE"
"2051","POST","/compliance-tracking/track","trackCompliance: (data) => api.post('/compliance-tracking/track', data),","DIRECT_SAME_LINE"
"2055","GET","/compliance","getCompliance: () => api.get('/compliance'),","DIRECT_SAME_LINE"
"2056","POST","/compliance/check","checkCompliance: (data) => api.post('/compliance/check', data),","DIRECT_SAME_LINE"
"2060","GET","/complete-erp-integration","getCompleteERPIntegration: () => api.get('/complete-erp-integration'),","DIRECT_SAME_LINE"
"2061","POST","/complete-erp-integration/integrate","integrateERP: (data) => api.post('/complete-erp-integration/integrate', data),","DIRECT_SAME_LINE"
