"Prefix","Variable","ImportPath","ResolvedFile","Exists","IndexLine"
"/api/v1/backend-modules/M114","legacyModuleM114Routes","./modules/M114/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M114\routes.js","True","1239"
"/api/v1/backend-modules/M115","legacyModuleM115Routes","./modules/M115/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M115\routes.js","True","1240"
"/api/v1/backend-modules/M116","legacyModuleM116Routes","./modules/M116/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M116\routes.js","True","1241"
"/api/v1/backend-modules/M117","legacyModuleM117Routes","./modules/M117/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M117\routes.js","True","1242"
"/api/v1/backend-modules/M118","legacyModuleM118Routes","./modules/M118/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M118\routes.js","True","1243"
"/api/v1/backend-modules/M119","legacyModuleM119Routes","./modules/M119/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M119\routes.js","True","1244"
"/api/v1/backend-modules/M120","legacyModuleM120Routes","./modules/M120/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M120\routes.js","True","1245"
"/api/v1/backend-modules/M121","legacyModuleM121Routes","./modules/M121/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M121\routes.js","True","1246"
"/api/v1/backend-modules/M122","legacyModuleM122Routes","./modules/M122/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M122\routes.js","True","1247"
"/api/v1/backend-modules/M123","legacyModuleM123Routes","./modules/M123/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M123\routes.js","True","1248"
"/api/v1/backend-modules/M124","legacyModuleM124Routes","./modules/M124/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M124\routes.js","True","1249"
"/api/v1/backend-modules/M125","legacyModuleM125Routes","./modules/M125/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M125\routes.js","True","1250"
"/api/v1/backend-modules/M126","legacyModuleM126Routes","./modules/M126/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M126\routes.js","True","1251"
"/api/v1/backend-modules/M127","legacyModuleM127Routes","./modules/M127/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M127\routes.js","True","1252"
"/api/v1/backend-modules/M128","legacyModuleM128Routes","./modules/M128/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M128\routes.js","True","1253"
"/api/v1/backend-modules/M129","legacyModuleM129Routes","./modules/M129/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M129\routes.js","True","1254"
"/api/v1/backend-modules/M130","legacyModuleM130Routes","./modules/M130/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M130\routes.js","True","1255"
"/api/v1/backend-modules/M131","legacyModuleM131Routes","./modules/M131/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M131\routes.js","True","1256"
"/api/v1/backend-modules/M132","legacyModuleM132Routes","./modules/M132/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M132\routes.js","True","1257"
"/api/v1/backend-modules/M133","legacyModuleM133Routes","./modules/M133/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M133\routes.js","True","1258"
"/api/v1/backend-modules/M134","legacyModuleM134Routes","./modules/M134/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M134\routes.js","True","1259"
"/api/v1/backend-modules/M135","legacyModuleM135Routes","./modules/M135/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M135\routes.js","True","1260"
"/api/v1/backend-modules/M136","legacyModuleM136Routes","./modules/M136/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M136\routes.js","True","1261"
"/api/v1/backend-modules/M137","legacyModuleM137Routes","./modules/M137/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M137\routes.js","True","1262"
"/api/v1/backend-modules/M138","legacyModuleM138Routes","./modules/M138/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M138\routes.js","True","1263"
"/api/v1/backend-modules/M139","legacyModuleM139Routes","./modules/M139/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M139\routes.js","True","1264"
"/api/v1/backend-modules/M140","legacyModuleM140Routes","./modules/M140/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M140\routes.js","True","1265"
"/api/v1/backend-modules/M141","legacyModuleM141Routes","./modules/M141/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M141\routes.js","True","1266"
"/api/v1/backend-modules/M142","legacyModuleM142Routes","./modules/M142/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M142\routes.js","True","1267"
"/api/v1/backend-modules/M143","legacyModuleM143Routes","./modules/M143/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M143\routes.js","True","1268"
