"Method","Prefix","LocalPath","EffectiveURL","RouterFile","Variable","MountLine","RouteLine"
"DELETE","/api/v1/backend-modules/M233","/:id","/api/v1/backend-modules/M233/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M233\routes.js","legacyModuleM233Routes","1356","65"
"GET","/api/v1/backend-modules/M234","/","/api/v1/backend-modules/M234/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M234\routes.js","legacyModuleM234Routes","1357","20"
"POST","/api/v1/backend-modules/M234","/bulk","/api/v1/backend-modules/M234/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M234\routes.js","legacyModuleM234Routes","1357","28"
"GET","/api/v1/backend-modules/M234","/search","/api/v1/backend-modules/M234/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M234\routes.js","legacyModuleM234Routes","1357","36"
"POST","/api/v1/backend-modules/M234","/","/api/v1/backend-modules/M234/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M234\routes.js","legacyModuleM234Routes","1357","44"
"GET","/api/v1/backend-modules/M234","/:id","/api/v1/backend-modules/M234/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M234\routes.js","legacyModuleM234Routes","1357","51"
"PUT","/api/v1/backend-modules/M234","/:id","/api/v1/backend-modules/M234/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M234\routes.js","legacyModuleM234Routes","1357","58"
"DELETE","/api/v1/backend-modules/M234","/:id","/api/v1/backend-modules/M234/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M234\routes.js","legacyModuleM234Routes","1357","65"
"GET","/api/v1/backend-modules/M235","/","/api/v1/backend-modules/M235/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M235\routes.js","legacyModuleM235Routes","1358","20"
"POST","/api/v1/backend-modules/M235","/bulk","/api/v1/backend-modules/M235/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M235\routes.js","legacyModuleM235Routes","1358","28"
"GET","/api/v1/backend-modules/M235","/search","/api/v1/backend-modules/M235/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M235\routes.js","legacyModuleM235Routes","1358","36"
"POST","/api/v1/backend-modules/M235","/","/api/v1/backend-modules/M235/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M235\routes.js","legacyModuleM235Routes","1358","44"
"GET","/api/v1/backend-modules/M235","/:id","/api/v1/backend-modules/M235/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M235\routes.js","legacyModuleM235Routes","1358","51"
"PUT","/api/v1/backend-modules/M235","/:id","/api/v1/backend-modules/M235/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M235\routes.js","legacyModuleM235Routes","1358","58"
"DELETE","/api/v1/backend-modules/M235","/:id","/api/v1/backend-modules/M235/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M235\routes.js","legacyModuleM235Routes","1358","65"
"GET","/api/v1/backend-modules/M236","/","/api/v1/backend-modules/M236/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M236\routes.js","legacyModuleM236Routes","1359","20"
"POST","/api/v1/backend-modules/M236","/bulk","/api/v1/backend-modules/M236/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M236\routes.js","legacyModuleM236Routes","1359","28"
"GET","/api/v1/backend-modules/M236","/search","/api/v1/backend-modules/M236/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M236\routes.js","legacyModuleM236Routes","1359","36"
"POST","/api/v1/backend-modules/M236","/","/api/v1/backend-modules/M236/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M236\routes.js","legacyModuleM236Routes","1359","44"
"GET","/api/v1/backend-modules/M236","/:id","/api/v1/backend-modules/M236/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M236\routes.js","legacyModuleM236Routes","1359","51"
"PUT","/api/v1/backend-modules/M236","/:id","/api/v1/backend-modules/M236/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M236\routes.js","legacyModuleM236Routes","1359","58"
"DELETE","/api/v1/backend-modules/M236","/:id","/api/v1/backend-modules/M236/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M236\routes.js","legacyModuleM236Routes","1359","65"
"GET","/api/v1/backend-modules/M237","/","/api/v1/backend-modules/M237/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M237\routes.js","legacyModuleM237Routes","1360","20"
"POST","/api/v1/backend-modules/M237","/bulk","/api/v1/backend-modules/M237/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M237\routes.js","legacyModuleM237Routes","1360","28"
"GET","/api/v1/backend-modules/M237","/search","/api/v1/backend-modules/M237/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M237\routes.js","legacyModuleM237Routes","1360","36"
"POST","/api/v1/backend-modules/M237","/","/api/v1/backend-modules/M237/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M237\routes.js","legacyModuleM237Routes","1360","44"
"GET","/api/v1/backend-modules/M237","/:id","/api/v1/backend-modules/M237/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M237\routes.js","legacyModuleM237Routes","1360","51"
"PUT","/api/v1/backend-modules/M237","/:id","/api/v1/backend-modules/M237/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M237\routes.js","legacyModuleM237Routes","1360","58"
"DELETE","/api/v1/backend-modules/M237","/:id","/api/v1/backend-modules/M237/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M237\routes.js","legacyModuleM237Routes","1360","65"
"GET","/api/v1/backend-modules/M238","/","/api/v1/backend-modules/M238/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M238\routes.js","legacyModuleM238Routes","1361","20"
"POST","/api/v1/backend-modules/M238","/bulk","/api/v1/backend-modules/M238/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M238\routes.js","legacyModuleM238Routes","1361","28"
"GET","/api/v1/backend-modules/M238","/search","/api/v1/backend-modules/M238/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M238\routes.js","legacyModuleM238Routes","1361","36"
"POST","/api/v1/backend-modules/M238","/","/api/v1/backend-modules/M238/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M238\routes.js","legacyModuleM238Routes","1361","44"
"GET","/api/v1/backend-modules/M238","/:id","/api/v1/backend-modules/M238/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M238\routes.js","legacyModuleM238Routes","1361","51"
"PUT","/api/v1/backend-modules/M238","/:id","/api/v1/backend-modules/M238/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M238\routes.js","legacyModuleM238Routes","1361","58"
"DELETE","/api/v1/backend-modules/M238","/:id","/api/v1/backend-modules/M238/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M238\routes.js","legacyModuleM238Routes","1361","65"
"GET","/api/v1/backend-modules/M239","/","/api/v1/backend-modules/M239/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M239\routes.js","legacyModuleM239Routes","1362","20"
"POST","/api/v1/backend-modules/M239","/bulk","/api/v1/backend-modules/M239/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M239\routes.js","legacyModuleM239Routes","1362","28"
"GET","/api/v1/backend-modules/M239","/search","/api/v1/backend-modules/M239/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M239\routes.js","legacyModuleM239Routes","1362","36"
"POST","/api/v1/backend-modules/M239","/","/api/v1/backend-modules/M239/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M239\routes.js","legacyModuleM239Routes","1362","44"
"GET","/api/v1/backend-modules/M239","/:id","/api/v1/backend-modules/M239/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M239\routes.js","legacyModuleM239Routes","1362","51"
"PUT","/api/v1/backend-modules/M239","/:id","/api/v1/backend-modules/M239/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M239\routes.js","legacyModuleM239Routes","1362","58"
"DELETE","/api/v1/backend-modules/M239","/:id","/api/v1/backend-modules/M239/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M239\routes.js","legacyModuleM239Routes","1362","65"
"GET","/api/v1/backend-modules/M240","/","/api/v1/backend-modules/M240/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M240\routes.js","legacyModuleM240Routes","1363","20"
"POST","/api/v1/backend-modules/M240","/bulk","/api/v1/backend-modules/M240/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M240\routes.js","legacyModuleM240Routes","1363","28"
"GET","/api/v1/backend-modules/M240","/search","/api/v1/backend-modules/M240/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M240\routes.js","legacyModuleM240Routes","1363","36"
"POST","/api/v1/backend-modules/M240","/","/api/v1/backend-modules/M240/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M240\routes.js","legacyModuleM240Routes","1363","44"
"GET","/api/v1/backend-modules/M240","/:id","/api/v1/backend-modules/M240/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M240\routes.js","legacyModuleM240Routes","1363","51"
"PUT","/api/v1/backend-modules/M240","/:id","/api/v1/backend-modules/M240/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M240\routes.js","legacyModuleM240Routes","1363","58"
"DELETE","/api/v1/backend-modules/M240","/:id","/api/v1/backend-modules/M240/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M240\routes.js","legacyModuleM240Routes","1363","65"
"GET","/api/v1/backend-modules/M241","/","/api/v1/backend-modules/M241/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M241\routes.js","legacyModuleM241Routes","1364","20"
"POST","/api/v1/backend-modules/M241","/bulk","/api/v1/backend-modules/M241/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M241\routes.js","legacyModuleM241Routes","1364","28"
"GET","/api/v1/backend-modules/M241","/search","/api/v1/backend-modules/M241/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M241\routes.js","legacyModuleM241Routes","1364","36"
"POST","/api/v1/backend-modules/M241","/","/api/v1/backend-modules/M241/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M241\routes.js","legacyModuleM241Routes","1364","44"
"GET","/api/v1/backend-modules/M241","/:id","/api/v1/backend-modules/M241/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M241\routes.js","legacyModuleM241Routes","1364","51"
"PUT","/api/v1/backend-modules/M241","/:id","/api/v1/backend-modules/M241/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M241\routes.js","legacyModuleM241Routes","1364","58"
"DELETE","/api/v1/backend-modules/M241","/:id","/api/v1/backend-modules/M241/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M241\routes.js","legacyModuleM241Routes","1364","65"
"GET","/api/v1/backend-modules/M242","/","/api/v1/backend-modules/M242/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M242\routes.js","legacyModuleM242Routes","1365","20"
"POST","/api/v1/backend-modules/M242","/bulk","/api/v1/backend-modules/M242/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M242\routes.js","legacyModuleM242Routes","1365","28"
"GET","/api/v1/backend-modules/M242","/search","/api/v1/backend-modules/M242/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M242\routes.js","legacyModuleM242Routes","1365","36"
"POST","/api/v1/backend-modules/M242","/","/api/v1/backend-modules/M242/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M242\routes.js","legacyModuleM242Routes","1365","44"
"GET","/api/v1/backend-modules/M242","/:id","/api/v1/backend-modules/M242/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M242\routes.js","legacyModuleM242Routes","1365","51"
"PUT","/api/v1/backend-modules/M242","/:id","/api/v1/backend-modules/M242/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M242\routes.js","legacyModuleM242Routes","1365","58"
"DELETE","/api/v1/backend-modules/M242","/:id","/api/v1/backend-modules/M242/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M242\routes.js","legacyModuleM242Routes","1365","65"
"GET","/api/v1/backend-modules/M243","/","/api/v1/backend-modules/M243/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M243\routes.js","legacyModuleM243Routes","1366","20"
"POST","/api/v1/backend-modules/M243","/bulk","/api/v1/backend-modules/M243/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M243\routes.js","legacyModuleM243Routes","1366","28"
"GET","/api/v1/backend-modules/M243","/search","/api/v1/backend-modules/M243/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M243\routes.js","legacyModuleM243Routes","1366","36"
"POST","/api/v1/backend-modules/M243","/","/api/v1/backend-modules/M243/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M243\routes.js","legacyModuleM243Routes","1366","44"
"GET","/api/v1/backend-modules/M243","/:id","/api/v1/backend-modules/M243/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M243\routes.js","legacyModuleM243Routes","1366","51"
"PUT","/api/v1/backend-modules/M243","/:id","/api/v1/backend-modules/M243/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M243\routes.js","legacyModuleM243Routes","1366","58"
"DELETE","/api/v1/backend-modules/M243","/:id","/api/v1/backend-modules/M243/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M243\routes.js","legacyModuleM243Routes","1366","65"
"GET","/api/v1/backend-modules/M244","/","/api/v1/backend-modules/M244/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M244\routes.js","legacyModuleM244Routes","1367","20"
"POST","/api/v1/backend-modules/M244","/bulk","/api/v1/backend-modules/M244/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M244\routes.js","legacyModuleM244Routes","1367","28"
"GET","/api/v1/backend-modules/M244","/search","/api/v1/backend-modules/M244/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M244\routes.js","legacyModuleM244Routes","1367","36"
"POST","/api/v1/backend-modules/M244","/","/api/v1/backend-modules/M244/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M244\routes.js","legacyModuleM244Routes","1367","44"
"GET","/api/v1/backend-modules/M244","/:id","/api/v1/backend-modules/M244/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M244\routes.js","legacyModuleM244Routes","1367","51"
"PUT","/api/v1/backend-modules/M244","/:id","/api/v1/backend-modules/M244/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M244\routes.js","legacyModuleM244Routes","1367","58"
"DELETE","/api/v1/backend-modules/M244","/:id","/api/v1/backend-modules/M244/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M244\routes.js","legacyModuleM244Routes","1367","65"
"GET","/api/v1/backend-modules/M245","/","/api/v1/backend-modules/M245/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M245\routes.js","legacyModuleM245Routes","1368","20"
"POST","/api/v1/backend-modules/M245","/bulk","/api/v1/backend-modules/M245/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M245\routes.js","legacyModuleM245Routes","1368","28"
"GET","/api/v1/backend-modules/M245","/search","/api/v1/backend-modules/M245/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M245\routes.js","legacyModuleM245Routes","1368","36"
"POST","/api/v1/backend-modules/M245","/","/api/v1/backend-modules/M245/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M245\routes.js","legacyModuleM245Routes","1368","44"
"GET","/api/v1/backend-modules/M245","/:id","/api/v1/backend-modules/M245/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M245\routes.js","legacyModuleM245Routes","1368","51"
"PUT","/api/v1/backend-modules/M245","/:id","/api/v1/backend-modules/M245/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M245\routes.js","legacyModuleM245Routes","1368","58"
"DELETE","/api/v1/backend-modules/M245","/:id","/api/v1/backend-modules/M245/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M245\routes.js","legacyModuleM245Routes","1368","65"
"GET","/api/v1/backend-modules/M246","/","/api/v1/backend-modules/M246/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M246\routes.js","legacyModuleM246Routes","1369","20"
"POST","/api/v1/backend-modules/M246","/bulk","/api/v1/backend-modules/M246/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M246\routes.js","legacyModuleM246Routes","1369","28"
"GET","/api/v1/backend-modules/M246","/search","/api/v1/backend-modules/M246/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M246\routes.js","legacyModuleM246Routes","1369","36"
"POST","/api/v1/backend-modules/M246","/","/api/v1/backend-modules/M246/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M246\routes.js","legacyModuleM246Routes","1369","44"
"GET","/api/v1/backend-modules/M246","/:id","/api/v1/backend-modules/M246/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M246\routes.js","legacyModuleM246Routes","1369","51"
"PUT","/api/v1/backend-modules/M246","/:id","/api/v1/backend-modules/M246/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M246\routes.js","legacyModuleM246Routes","1369","58"
"DELETE","/api/v1/backend-modules/M246","/:id","/api/v1/backend-modules/M246/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M246\routes.js","legacyModuleM246Routes","1369","65"
"GET","/api/v1/backend-modules/M247","/","/api/v1/backend-modules/M247/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M247\routes.js","legacyModuleM247Routes","1370","20"
"POST","/api/v1/backend-modules/M247","/bulk","/api/v1/backend-modules/M247/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M247\routes.js","legacyModuleM247Routes","1370","28"
"GET","/api/v1/backend-modules/M247","/search","/api/v1/backend-modules/M247/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M247\routes.js","legacyModuleM247Routes","1370","36"
"POST","/api/v1/backend-modules/M247","/","/api/v1/backend-modules/M247/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M247\routes.js","legacyModuleM247Routes","1370","44"
"GET","/api/v1/backend-modules/M247","/:id","/api/v1/backend-modules/M247/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M247\routes.js","legacyModuleM247Routes","1370","51"
"PUT","/api/v1/backend-modules/M247","/:id","/api/v1/backend-modules/M247/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M247\routes.js","legacyModuleM247Routes","1370","58"
"DELETE","/api/v1/backend-modules/M247","/:id","/api/v1/backend-modules/M247/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M247\routes.js","legacyModuleM247Routes","1370","65"
"GET","/api/v1/backend-modules/M248","/","/api/v1/backend-modules/M248/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M248\routes.js","legacyModuleM248Routes","1371","20"
"POST","/api/v1/backend-modules/M248","/bulk","/api/v1/backend-modules/M248/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M248\routes.js","legacyModuleM248Routes","1371","28"
"GET","/api/v1/backend-modules/M248","/search","/api/v1/backend-modules/M248/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M248\routes.js","legacyModuleM248Routes","1371","36"
"POST","/api/v1/backend-modules/M248","/","/api/v1/backend-modules/M248/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M248\routes.js","legacyModuleM248Routes","1371","44"
"GET","/api/v1/backend-modules/M248","/:id","/api/v1/backend-modules/M248/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M248\routes.js","legacyModuleM248Routes","1371","51"
"PUT","/api/v1/backend-modules/M248","/:id","/api/v1/backend-modules/M248/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M248\routes.js","legacyModuleM248Routes","1371","58"
"DELETE","/api/v1/backend-modules/M248","/:id","/api/v1/backend-modules/M248/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M248\routes.js","legacyModuleM248Routes","1371","65"
"GET","/api/v1/backend-modules/M249","/","/api/v1/backend-modules/M249/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M249\routes.js","legacyModuleM249Routes","1372","20"
"POST","/api/v1/backend-modules/M249","/bulk","/api/v1/backend-modules/M249/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M249\routes.js","legacyModuleM249Routes","1372","28"
"GET","/api/v1/backend-modules/M249","/search","/api/v1/backend-modules/M249/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M249\routes.js","legacyModuleM249Routes","1372","36"
"POST","/api/v1/backend-modules/M249","/","/api/v1/backend-modules/M249/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M249\routes.js","legacyModuleM249Routes","1372","44"
"GET","/api/v1/backend-modules/M249","/:id","/api/v1/backend-modules/M249/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M249\routes.js","legacyModuleM249Routes","1372","51"
"PUT","/api/v1/backend-modules/M249","/:id","/api/v1/backend-modules/M249/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M249\routes.js","legacyModuleM249Routes","1372","58"
"DELETE","/api/v1/backend-modules/M249","/:id","/api/v1/backend-modules/M249/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M249\routes.js","legacyModuleM249Routes","1372","65"
"GET","/api/v1/backend-modules/M250","/","/api/v1/backend-modules/M250/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M250\routes.js","legacyModuleM250Routes","1373","20"
"POST","/api/v1/backend-modules/M250","/bulk","/api/v1/backend-modules/M250/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M250\routes.js","legacyModuleM250Routes","1373","28"
"GET","/api/v1/backend-modules/M250","/search","/api/v1/backend-modules/M250/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M250\routes.js","legacyModuleM250Routes","1373","36"
"POST","/api/v1/backend-modules/M250","/","/api/v1/backend-modules/M250/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M250\routes.js","legacyModuleM250Routes","1373","44"
"GET","/api/v1/backend-modules/M250","/:id","/api/v1/backend-modules/M250/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M250\routes.js","legacyModuleM250Routes","1373","51"
"PUT","/api/v1/backend-modules/M250","/:id","/api/v1/backend-modules/M250/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M250\routes.js","legacyModuleM250Routes","1373","58"
"DELETE","/api/v1/backend-modules/M250","/:id","/api/v1/backend-modules/M250/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M250\routes.js","legacyModuleM250Routes","1373","65"
"GET","/api/v1/backend-modules/M251","/","/api/v1/backend-modules/M251/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M251\routes.js","legacyModuleM251Routes","1374","20"
"POST","/api/v1/backend-modules/M251","/bulk","/api/v1/backend-modules/M251/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M251\routes.js","legacyModuleM251Routes","1374","28"
"GET","/api/v1/backend-modules/M251","/search","/api/v1/backend-modules/M251/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M251\routes.js","legacyModuleM251Routes","1374","36"
"POST","/api/v1/backend-modules/M251","/","/api/v1/backend-modules/M251/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M251\routes.js","legacyModuleM251Routes","1374","44"
"GET","/api/v1/backend-modules/M251","/:id","/api/v1/backend-modules/M251/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M251\routes.js","legacyModuleM251Routes","1374","51"
"PUT","/api/v1/backend-modules/M251","/:id","/api/v1/backend-modules/M251/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M251\routes.js","legacyModuleM251Routes","1374","58"
"DELETE","/api/v1/backend-modules/M251","/:id","/api/v1/backend-modules/M251/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M251\routes.js","legacyModuleM251Routes","1374","65"
"GET","/api/v1/backend-modules/M252","/","/api/v1/backend-modules/M252/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M252\routes.js","legacyModuleM252Routes","1375","20"
"POST","/api/v1/backend-modules/M252","/bulk","/api/v1/backend-modules/M252/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M252\routes.js","legacyModuleM252Routes","1375","28"
"GET","/api/v1/backend-modules/M252","/search","/api/v1/backend-modules/M252/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M252\routes.js","legacyModuleM252Routes","1375","36"
"POST","/api/v1/backend-modules/M252","/","/api/v1/backend-modules/M252/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M252\routes.js","legacyModuleM252Routes","1375","44"
"GET","/api/v1/backend-modules/M252","/:id","/api/v1/backend-modules/M252/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M252\routes.js","legacyModuleM252Routes","1375","51"
"PUT","/api/v1/backend-modules/M252","/:id","/api/v1/backend-modules/M252/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M252\routes.js","legacyModuleM252Routes","1375","58"
"DELETE","/api/v1/backend-modules/M252","/:id","/api/v1/backend-modules/M252/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M252\routes.js","legacyModuleM252Routes","1375","65"
"GET","/api/v1/backend-modules/M253","/","/api/v1/backend-modules/M253/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M253\routes.js","legacyModuleM253Routes","1376","20"
"POST","/api/v1/backend-modules/M253","/bulk","/api/v1/backend-modules/M253/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M253\routes.js","legacyModuleM253Routes","1376","28"
