"Method","Prefix","LocalPath","EffectiveURL","RouterFile","Variable","MountLine","RouteLine"
"POST","/api/v1/backend-modules/M083","/","/api/v1/backend-modules/M083/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M083\routes.js","legacyModuleM083Routes","1210","44"
"GET","/api/v1/backend-modules/M083","/:id","/api/v1/backend-modules/M083/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M083\routes.js","legacyModuleM083Routes","1210","51"
"PUT","/api/v1/backend-modules/M083","/:id","/api/v1/backend-modules/M083/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M083\routes.js","legacyModuleM083Routes","1210","58"
"DELETE","/api/v1/backend-modules/M083","/:id","/api/v1/backend-modules/M083/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M083\routes.js","legacyModuleM083Routes","1210","65"
"GET","/api/v1/backend-modules/M084","/","/api/v1/backend-modules/M084/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M084\routes.js","legacyModuleM084Routes","1211","20"
"POST","/api/v1/backend-modules/M084","/bulk","/api/v1/backend-modules/M084/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M084\routes.js","legacyModuleM084Routes","1211","28"
"GET","/api/v1/backend-modules/M084","/search","/api/v1/backend-modules/M084/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M084\routes.js","legacyModuleM084Routes","1211","36"
"POST","/api/v1/backend-modules/M084","/","/api/v1/backend-modules/M084/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M084\routes.js","legacyModuleM084Routes","1211","44"
"GET","/api/v1/backend-modules/M084","/:id","/api/v1/backend-modules/M084/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M084\routes.js","legacyModuleM084Routes","1211","51"
"PUT","/api/v1/backend-modules/M084","/:id","/api/v1/backend-modules/M084/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M084\routes.js","legacyModuleM084Routes","1211","58"
"DELETE","/api/v1/backend-modules/M084","/:id","/api/v1/backend-modules/M084/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M084\routes.js","legacyModuleM084Routes","1211","65"
"GET","/api/v1/backend-modules/M085","/","/api/v1/backend-modules/M085/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js","legacyModuleM085Routes","1212","20"
"POST","/api/v1/backend-modules/M085","/bulk","/api/v1/backend-modules/M085/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js","legacyModuleM085Routes","1212","28"
"GET","/api/v1/backend-modules/M085","/search","/api/v1/backend-modules/M085/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js","legacyModuleM085Routes","1212","36"
"POST","/api/v1/backend-modules/M085","/","/api/v1/backend-modules/M085/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js","legacyModuleM085Routes","1212","44"
"GET","/api/v1/backend-modules/M085","/:id","/api/v1/backend-modules/M085/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js","legacyModuleM085Routes","1212","51"
"PUT","/api/v1/backend-modules/M085","/:id","/api/v1/backend-modules/M085/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js","legacyModuleM085Routes","1212","58"
"DELETE","/api/v1/backend-modules/M085","/:id","/api/v1/backend-modules/M085/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js","legacyModuleM085Routes","1212","65"
"GET","/api/v1/backend-modules/M086","/","/api/v1/backend-modules/M086/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M086\routes.js","legacyModuleM086Routes","1213","20"
"POST","/api/v1/backend-modules/M086","/bulk","/api/v1/backend-modules/M086/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M086\routes.js","legacyModuleM086Routes","1213","28"
"GET","/api/v1/backend-modules/M086","/search","/api/v1/backend-modules/M086/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M086\routes.js","legacyModuleM086Routes","1213","36"
"POST","/api/v1/backend-modules/M086","/","/api/v1/backend-modules/M086/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M086\routes.js","legacyModuleM086Routes","1213","44"
"GET","/api/v1/backend-modules/M086","/:id","/api/v1/backend-modules/M086/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M086\routes.js","legacyModuleM086Routes","1213","51"
"PUT","/api/v1/backend-modules/M086","/:id","/api/v1/backend-modules/M086/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M086\routes.js","legacyModuleM086Routes","1213","58"
"DELETE","/api/v1/backend-modules/M086","/:id","/api/v1/backend-modules/M086/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M086\routes.js","legacyModuleM086Routes","1213","65"
"GET","/api/v1/backend-modules/M087","/","/api/v1/backend-modules/M087/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\routes.js","legacyModuleM087Routes","1214","20"
"POST","/api/v1/backend-modules/M087","/bulk","/api/v1/backend-modules/M087/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\routes.js","legacyModuleM087Routes","1214","28"
"GET","/api/v1/backend-modules/M087","/search","/api/v1/backend-modules/M087/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\routes.js","legacyModuleM087Routes","1214","36"
"POST","/api/v1/backend-modules/M087","/","/api/v1/backend-modules/M087/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\routes.js","legacyModuleM087Routes","1214","44"
"GET","/api/v1/backend-modules/M087","/:id","/api/v1/backend-modules/M087/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\routes.js","legacyModuleM087Routes","1214","51"
"PUT","/api/v1/backend-modules/M087","/:id","/api/v1/backend-modules/M087/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\routes.js","legacyModuleM087Routes","1214","58"
"DELETE","/api/v1/backend-modules/M087","/:id","/api/v1/backend-modules/M087/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\routes.js","legacyModuleM087Routes","1214","65"
"GET","/api/v1/backend-modules/M088","/","/api/v1/backend-modules/M088/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","legacyModuleM088Routes","1215","20"
"POST","/api/v1/backend-modules/M088","/bulk","/api/v1/backend-modules/M088/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","legacyModuleM088Routes","1215","28"
"GET","/api/v1/backend-modules/M088","/search","/api/v1/backend-modules/M088/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","legacyModuleM088Routes","1215","36"
"POST","/api/v1/backend-modules/M088","/","/api/v1/backend-modules/M088/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","legacyModuleM088Routes","1215","44"
"GET","/api/v1/backend-modules/M088","/:id","/api/v1/backend-modules/M088/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","legacyModuleM088Routes","1215","51"
"PUT","/api/v1/backend-modules/M088","/:id","/api/v1/backend-modules/M088/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","legacyModuleM088Routes","1215","58"
"DELETE","/api/v1/backend-modules/M088","/:id","/api/v1/backend-modules/M088/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","legacyModuleM088Routes","1215","65"
"GET","/api/v1/backend-modules/M089","/","/api/v1/backend-modules/M089/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","legacyModuleM089Routes","1216","20"
"POST","/api/v1/backend-modules/M089","/bulk","/api/v1/backend-modules/M089/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","legacyModuleM089Routes","1216","28"
"GET","/api/v1/backend-modules/M089","/search","/api/v1/backend-modules/M089/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","legacyModuleM089Routes","1216","36"
"POST","/api/v1/backend-modules/M089","/","/api/v1/backend-modules/M089/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","legacyModuleM089Routes","1216","44"
"GET","/api/v1/backend-modules/M089","/:id","/api/v1/backend-modules/M089/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","legacyModuleM089Routes","1216","51"
"PUT","/api/v1/backend-modules/M089","/:id","/api/v1/backend-modules/M089/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","legacyModuleM089Routes","1216","58"
"DELETE","/api/v1/backend-modules/M089","/:id","/api/v1/backend-modules/M089/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","legacyModuleM089Routes","1216","65"
"GET","/api/v1/backend-modules/M090","/","/api/v1/backend-modules/M090/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","legacyModuleM090Routes","1217","20"
"POST","/api/v1/backend-modules/M090","/bulk","/api/v1/backend-modules/M090/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","legacyModuleM090Routes","1217","28"
"GET","/api/v1/backend-modules/M090","/search","/api/v1/backend-modules/M090/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","legacyModuleM090Routes","1217","36"
"POST","/api/v1/backend-modules/M090","/","/api/v1/backend-modules/M090/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","legacyModuleM090Routes","1217","44"
"GET","/api/v1/backend-modules/M090","/:id","/api/v1/backend-modules/M090/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","legacyModuleM090Routes","1217","51"
"PUT","/api/v1/backend-modules/M090","/:id","/api/v1/backend-modules/M090/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","legacyModuleM090Routes","1217","58"
"DELETE","/api/v1/backend-modules/M090","/:id","/api/v1/backend-modules/M090/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","legacyModuleM090Routes","1217","65"
"GET","/api/v1/backend-modules/M091","/","/api/v1/backend-modules/M091/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","legacyModuleM091Routes","1218","20"
"POST","/api/v1/backend-modules/M091","/bulk","/api/v1/backend-modules/M091/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","legacyModuleM091Routes","1218","28"
"GET","/api/v1/backend-modules/M091","/search","/api/v1/backend-modules/M091/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","legacyModuleM091Routes","1218","36"
"POST","/api/v1/backend-modules/M091","/","/api/v1/backend-modules/M091/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","legacyModuleM091Routes","1218","44"
"GET","/api/v1/backend-modules/M091","/:id","/api/v1/backend-modules/M091/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","legacyModuleM091Routes","1218","51"
"PUT","/api/v1/backend-modules/M091","/:id","/api/v1/backend-modules/M091/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","legacyModuleM091Routes","1218","58"
"DELETE","/api/v1/backend-modules/M091","/:id","/api/v1/backend-modules/M091/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","legacyModuleM091Routes","1218","65"
"GET","/api/v1/backend-modules/M092","/","/api/v1/backend-modules/M092/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\routes.js","legacyModuleM092Routes","1219","20"
"POST","/api/v1/backend-modules/M092","/bulk","/api/v1/backend-modules/M092/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\routes.js","legacyModuleM092Routes","1219","28"
"GET","/api/v1/backend-modules/M092","/search","/api/v1/backend-modules/M092/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\routes.js","legacyModuleM092Routes","1219","36"
"POST","/api/v1/backend-modules/M092","/","/api/v1/backend-modules/M092/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\routes.js","legacyModuleM092Routes","1219","44"
"GET","/api/v1/backend-modules/M092","/:id","/api/v1/backend-modules/M092/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\routes.js","legacyModuleM092Routes","1219","51"
"PUT","/api/v1/backend-modules/M092","/:id","/api/v1/backend-modules/M092/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\routes.js","legacyModuleM092Routes","1219","58"
"DELETE","/api/v1/backend-modules/M092","/:id","/api/v1/backend-modules/M092/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\routes.js","legacyModuleM092Routes","1219","65"
"GET","/api/v1/backend-modules/M093","/","/api/v1/backend-modules/M093/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","legacyModuleM093Routes","1220","20"
"POST","/api/v1/backend-modules/M093","/bulk","/api/v1/backend-modules/M093/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","legacyModuleM093Routes","1220","28"
"GET","/api/v1/backend-modules/M093","/search","/api/v1/backend-modules/M093/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","legacyModuleM093Routes","1220","36"
"POST","/api/v1/backend-modules/M093","/","/api/v1/backend-modules/M093/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","legacyModuleM093Routes","1220","44"
"GET","/api/v1/backend-modules/M093","/:id","/api/v1/backend-modules/M093/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","legacyModuleM093Routes","1220","51"
"PUT","/api/v1/backend-modules/M093","/:id","/api/v1/backend-modules/M093/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","legacyModuleM093Routes","1220","58"
"DELETE","/api/v1/backend-modules/M093","/:id","/api/v1/backend-modules/M093/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","legacyModuleM093Routes","1220","65"
"GET","/api/v1/backend-modules/M094","/","/api/v1/backend-modules/M094/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","legacyModuleM094Routes","1221","20"
"POST","/api/v1/backend-modules/M094","/bulk","/api/v1/backend-modules/M094/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","legacyModuleM094Routes","1221","28"
"GET","/api/v1/backend-modules/M094","/search","/api/v1/backend-modules/M094/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","legacyModuleM094Routes","1221","36"
"POST","/api/v1/backend-modules/M094","/","/api/v1/backend-modules/M094/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","legacyModuleM094Routes","1221","44"
"GET","/api/v1/backend-modules/M094","/:id","/api/v1/backend-modules/M094/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","legacyModuleM094Routes","1221","51"
"PUT","/api/v1/backend-modules/M094","/:id","/api/v1/backend-modules/M094/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","legacyModuleM094Routes","1221","58"
"DELETE","/api/v1/backend-modules/M094","/:id","/api/v1/backend-modules/M094/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","legacyModuleM094Routes","1221","65"
"GET","/api/v1/backend-modules/M095","/","/api/v1/backend-modules/M095/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","legacyModuleM095Routes","1222","20"
"POST","/api/v1/backend-modules/M095","/bulk","/api/v1/backend-modules/M095/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","legacyModuleM095Routes","1222","28"
"GET","/api/v1/backend-modules/M095","/search","/api/v1/backend-modules/M095/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","legacyModuleM095Routes","1222","36"
"POST","/api/v1/backend-modules/M095","/","/api/v1/backend-modules/M095/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","legacyModuleM095Routes","1222","44"
"GET","/api/v1/backend-modules/M095","/:id","/api/v1/backend-modules/M095/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","legacyModuleM095Routes","1222","51"
"PUT","/api/v1/backend-modules/M095","/:id","/api/v1/backend-modules/M095/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","legacyModuleM095Routes","1222","58"
"DELETE","/api/v1/backend-modules/M095","/:id","/api/v1/backend-modules/M095/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","legacyModuleM095Routes","1222","65"
"GET","/api/v1/backend-modules/M096","/","/api/v1/backend-modules/M096/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M096\routes.js","legacyModuleM096Routes","1223","20"
"POST","/api/v1/backend-modules/M096","/bulk","/api/v1/backend-modules/M096/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M096\routes.js","legacyModuleM096Routes","1223","28"
"GET","/api/v1/backend-modules/M096","/search","/api/v1/backend-modules/M096/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M096\routes.js","legacyModuleM096Routes","1223","36"
"POST","/api/v1/backend-modules/M096","/","/api/v1/backend-modules/M096/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M096\routes.js","legacyModuleM096Routes","1223","44"
"GET","/api/v1/backend-modules/M096","/:id","/api/v1/backend-modules/M096/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M096\routes.js","legacyModuleM096Routes","1223","51"
"PUT","/api/v1/backend-modules/M096","/:id","/api/v1/backend-modules/M096/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M096\routes.js","legacyModuleM096Routes","1223","58"
"DELETE","/api/v1/backend-modules/M096","/:id","/api/v1/backend-modules/M096/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M096\routes.js","legacyModuleM096Routes","1223","65"
"GET","/api/v1/backend-modules/M097","/","/api/v1/backend-modules/M097/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","legacyModuleM097Routes","1224","20"
"POST","/api/v1/backend-modules/M097","/bulk","/api/v1/backend-modules/M097/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","legacyModuleM097Routes","1224","28"
"GET","/api/v1/backend-modules/M097","/search","/api/v1/backend-modules/M097/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","legacyModuleM097Routes","1224","36"
"POST","/api/v1/backend-modules/M097","/","/api/v1/backend-modules/M097/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","legacyModuleM097Routes","1224","44"
"GET","/api/v1/backend-modules/M097","/:id","/api/v1/backend-modules/M097/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","legacyModuleM097Routes","1224","51"
"PUT","/api/v1/backend-modules/M097","/:id","/api/v1/backend-modules/M097/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","legacyModuleM097Routes","1224","58"
"DELETE","/api/v1/backend-modules/M097","/:id","/api/v1/backend-modules/M097/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","legacyModuleM097Routes","1224","65"
"GET","/api/v1/backend-modules/M098","/","/api/v1/backend-modules/M098/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\routes.js","legacyModuleM098Routes","1225","20"
"POST","/api/v1/backend-modules/M098","/bulk","/api/v1/backend-modules/M098/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\routes.js","legacyModuleM098Routes","1225","28"
"GET","/api/v1/backend-modules/M098","/search","/api/v1/backend-modules/M098/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\routes.js","legacyModuleM098Routes","1225","36"
"POST","/api/v1/backend-modules/M098","/","/api/v1/backend-modules/M098/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\routes.js","legacyModuleM098Routes","1225","44"
"GET","/api/v1/backend-modules/M098","/:id","/api/v1/backend-modules/M098/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\routes.js","legacyModuleM098Routes","1225","51"
"PUT","/api/v1/backend-modules/M098","/:id","/api/v1/backend-modules/M098/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\routes.js","legacyModuleM098Routes","1225","58"
"DELETE","/api/v1/backend-modules/M098","/:id","/api/v1/backend-modules/M098/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\routes.js","legacyModuleM098Routes","1225","65"
"GET","/api/v1/backend-modules/M099","/","/api/v1/backend-modules/M099/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","legacyModuleM099Routes","1226","20"
"POST","/api/v1/backend-modules/M099","/bulk","/api/v1/backend-modules/M099/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","legacyModuleM099Routes","1226","28"
"GET","/api/v1/backend-modules/M099","/search","/api/v1/backend-modules/M099/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","legacyModuleM099Routes","1226","36"
"POST","/api/v1/backend-modules/M099","/","/api/v1/backend-modules/M099/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","legacyModuleM099Routes","1226","44"
"GET","/api/v1/backend-modules/M099","/:id","/api/v1/backend-modules/M099/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","legacyModuleM099Routes","1226","51"
"PUT","/api/v1/backend-modules/M099","/:id","/api/v1/backend-modules/M099/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","legacyModuleM099Routes","1226","58"
"DELETE","/api/v1/backend-modules/M099","/:id","/api/v1/backend-modules/M099/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","legacyModuleM099Routes","1226","65"
"GET","/api/v1/backend-modules/M100","/","/api/v1/backend-modules/M100/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\routes.js","legacyModuleM100Routes","1227","20"
"POST","/api/v1/backend-modules/M100","/bulk","/api/v1/backend-modules/M100/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\routes.js","legacyModuleM100Routes","1227","28"
"GET","/api/v1/backend-modules/M100","/search","/api/v1/backend-modules/M100/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\routes.js","legacyModuleM100Routes","1227","36"
"POST","/api/v1/backend-modules/M100","/","/api/v1/backend-modules/M100/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\routes.js","legacyModuleM100Routes","1227","44"
"GET","/api/v1/backend-modules/M100","/:id","/api/v1/backend-modules/M100/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\routes.js","legacyModuleM100Routes","1227","51"
"PUT","/api/v1/backend-modules/M100","/:id","/api/v1/backend-modules/M100/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\routes.js","legacyModuleM100Routes","1227","58"
"DELETE","/api/v1/backend-modules/M100","/:id","/api/v1/backend-modules/M100/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\routes.js","legacyModuleM100Routes","1227","65"
"GET","/api/v1/backend-modules/M103","/","/api/v1/backend-modules/M103/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","legacyModuleM103Routes","1228","20"
"POST","/api/v1/backend-modules/M103","/bulk","/api/v1/backend-modules/M103/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","legacyModuleM103Routes","1228","28"
"GET","/api/v1/backend-modules/M103","/search","/api/v1/backend-modules/M103/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","legacyModuleM103Routes","1228","36"
"POST","/api/v1/backend-modules/M103","/","/api/v1/backend-modules/M103/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","legacyModuleM103Routes","1228","44"
"GET","/api/v1/backend-modules/M103","/:id","/api/v1/backend-modules/M103/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","legacyModuleM103Routes","1228","51"
"PUT","/api/v1/backend-modules/M103","/:id","/api/v1/backend-modules/M103/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","legacyModuleM103Routes","1228","58"
"DELETE","/api/v1/backend-modules/M103","/:id","/api/v1/backend-modules/M103/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","legacyModuleM103Routes","1228","65"
"GET","/api/v1/backend-modules/M104","/","/api/v1/backend-modules/M104/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M104\routes.js","legacyModuleM104Routes","1229","20"
"POST","/api/v1/backend-modules/M104","/bulk","/api/v1/backend-modules/M104/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M104\routes.js","legacyModuleM104Routes","1229","28"
"GET","/api/v1/backend-modules/M104","/search","/api/v1/backend-modules/M104/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M104\routes.js","legacyModuleM104Routes","1229","36"
"POST","/api/v1/backend-modules/M104","/","/api/v1/backend-modules/M104/","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M104\routes.js","legacyModuleM104Routes","1229","44"
"GET","/api/v1/backend-modules/M104","/:id","/api/v1/backend-modules/M104/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M104\routes.js","legacyModuleM104Routes","1229","51"
"PUT","/api/v1/backend-modules/M104","/:id","/api/v1/backend-modules/M104/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M104\routes.js","legacyModuleM104Routes","1229","58"
