path,category,bytes,issue_count,highest_severity,issue_codes
backend/src/jobs/loadMandiPrices.js,backend_runtime,5909,2,low,console_logging;missing_adjacent_test
backend/src/middleware/admin.js,backend_middleware,874,1,low,missing_adjacent_test
backend/src/middleware/apiResponseHandler.js,backend_middleware,7230,2,low,console_logging;missing_adjacent_test
backend/src/middleware/apiResponseStandardizer.js,backend_middleware,7952,1,low,missing_adjacent_test
backend/src/middleware/auth.js,backend_middleware,6741,1,low,missing_adjacent_test
backend/src/middleware/authMiddleware.js,backend_middleware,81,1,low,missing_adjacent_test
backend/src/middleware/cacheMiddleware.js,backend_middleware,385,1,low,missing_adjacent_test
backend/src/middleware/compliance.js,backend_middleware,8173,2,medium,placeholder_or_todo;missing_adjacent_test
backend/src/middleware/dual-use/mfaMiddleware.js,backend_middleware,3683,3,medium,placeholder_or_todo;console_logging;missing_adjacent_test
backend/src/middleware/errorHandler.js,backend_middleware,3118,1,low,missing_adjacent_test
backend/src/middleware/index.js,backend_middleware,1140,1,low,missing_adjacent_test
backend/src/middleware/inputValidation.js,backend_middleware,5478,1,low,missing_adjacent_test
backend/src/middleware/ownership.js,backend_middleware,5757,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/middleware/productImageAutoGenerationHooks.js,backend_middleware,5442,1,low,missing_adjacent_test
backend/src/middleware/rateLimit.js,backend_middleware,11336,1,low,missing_adjacent_test
backend/src/middleware/rateLimiter.js,backend_middleware,4507,1,low,missing_adjacent_test
backend/src/middleware/requestId.js,backend_middleware,6464,1,low,missing_adjacent_test
backend/src/middleware/requestLogger.js,backend_middleware,10395,2,medium,placeholder_or_todo;missing_adjacent_test
backend/src/middleware/requestValidator.js,backend_middleware,6121,1,low,missing_adjacent_test
backend/src/middleware/resolveFarmerId.js,backend_middleware,1442,1,low,missing_adjacent_test
backend/src/middleware/responseFormatter.js,backend_middleware,10741,1,low,missing_adjacent_test
backend/src/middleware/roleGroups.js,backend_middleware,1752,1,low,missing_adjacent_test
backend/src/middleware/routeMonitoring.js,backend_middleware,3075,1,low,missing_adjacent_test
backend/src/middleware/security.js,backend_middleware,10269,1,low,missing_adjacent_test
backend/src/middleware/securityHeaders.js,backend_middleware,9940,2,low,console_logging;missing_adjacent_test
backend/src/middleware/securityMiddleware.js,backend_middleware,5975,3,medium,localhost_reference;console_logging;missing_adjacent_test
backend/src/middleware/validation.js,backend_middleware,19399,1,low,missing_adjacent_test
backend/src/modules/M001/controller.js,backend_module,1580,1,low,missing_adjacent_test
backend/src/modules/M001/index.js,backend_module,176,1,low,missing_adjacent_test
backend/src/modules/M001/model.sql,backend_module,3332,0,clean,
backend/src/modules/M001/README.md,backend_module,697,0,clean,
backend/src/modules/M001/routes.js,backend_module,802,1,low,missing_adjacent_test
backend/src/modules/M001/service.js,backend_module,2820,1,low,missing_adjacent_test
backend/src/modules/M001_PLATFORM_CORE/backend/service.js,backend_module,20749,4,high,sql_interpolation_risk;placeholder_or_todo;console_logging;missing_adjacent_test
backend/src/modules/M001_PLATFORM_CORE/module.json,backend_module,3899,0,clean,
backend/src/modules/M002/controller.js,backend_module,1896,1,low,missing_adjacent_test
backend/src/modules/M002/index.js,backend_module,620,1,low,missing_adjacent_test
backend/src/modules/M002/model.sql,backend_module,2434,0,clean,
backend/src/modules/M002/README.md,backend_module,199,0,clean,
backend/src/modules/M002/routes.js,backend_module,544,1,low,missing_adjacent_test
backend/src/modules/M002/service.js,backend_module,7975,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M002_USER_MANAGEMENT/backend/service.js,backend_module,11807,2,low,console_logging;missing_adjacent_test
backend/src/modules/M002_USER_MANAGEMENT/module.json,backend_module,3951,0,clean,
backend/src/modules/M003/controller.js,backend_module,1709,1,low,missing_adjacent_test
backend/src/modules/M003/index.js,backend_module,535,1,low,missing_adjacent_test
backend/src/modules/M003/model.sql,backend_module,2793,0,clean,
backend/src/modules/M003/README.md,backend_module,1072,0,clean,
backend/src/modules/M003/routes.js,backend_module,459,1,low,missing_adjacent_test
backend/src/modules/M003/service.js,backend_module,8947,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M003_ORGANIZATION/backend/service.js,backend_module,9938,2,low,console_logging;missing_adjacent_test
backend/src/modules/M003_ORGANIZATION/module.json,backend_module,3242,0,clean,
backend/src/modules/M004/controller.js,backend_module,1425,1,low,missing_adjacent_test
backend/src/modules/M004/index.js,backend_module,520,1,low,missing_adjacent_test
backend/src/modules/M004/model.sql,backend_module,2513,0,clean,
backend/src/modules/M004/README.md,backend_module,624,0,clean,
backend/src/modules/M004/routes.js,backend_module,445,1,low,missing_adjacent_test
backend/src/modules/M004/service.js,backend_module,5871,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M004_ROLE_MANAGEMENT/backend/service.js,backend_module,10727,2,low,console_logging;missing_adjacent_test
backend/src/modules/M004_ROLE_MANAGEMENT/module.json,backend_module,3004,0,clean,
backend/src/modules/M005/controller.js,backend_module,1411,1,low,missing_adjacent_test
backend/src/modules/M005/index.js,backend_module,511,1,low,missing_adjacent_test
backend/src/modules/M005/model.sql,backend_module,1999,0,clean,
backend/src/modules/M005/README.md,backend_module,822,0,clean,
backend/src/modules/M005/routes.js,backend_module,436,1,low,missing_adjacent_test
backend/src/modules/M005/service.js,backend_module,6349,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M005_PERMISSION_MANAGEMENT/backend/service.js,backend_module,9555,2,low,console_logging;missing_adjacent_test
backend/src/modules/M005_PERMISSION_MANAGEMENT/module.json,backend_module,3094,0,clean,
backend/src/modules/M006/controller.js,backend_module,2908,1,low,missing_adjacent_test
backend/src/modules/M006/index.js,backend_module,154,1,low,missing_adjacent_test
backend/src/modules/M006/model.sql,backend_module,165,0,clean,
backend/src/modules/M006/README.md,backend_module,558,0,clean,
backend/src/modules/M006/routes.js,backend_module,999,1,low,missing_adjacent_test
backend/src/modules/M006/service.js,backend_module,6755,1,low,missing_adjacent_test
backend/src/modules/M007/controller.js,backend_module,5803,1,low,missing_adjacent_test
backend/src/modules/M007/index.js,backend_module,155,1,low,missing_adjacent_test
backend/src/modules/M007/model.sql,backend_module,97,1,medium,placeholder_or_todo
backend/src/modules/M007/README.md,backend_module,482,0,clean,
backend/src/modules/M007/routes.js,backend_module,1634,1,low,missing_adjacent_test
backend/src/modules/M007/service.js,backend_module,9098,1,low,missing_adjacent_test
backend/src/modules/M008/controller.js,backend_module,4342,1,low,missing_adjacent_test
backend/src/modules/M008/index.js,backend_module,155,1,low,missing_adjacent_test
backend/src/modules/M008/model.sql,backend_module,97,1,medium,placeholder_or_todo
backend/src/modules/M008/README.md,backend_module,427,0,clean,
backend/src/modules/M008/routes.js,backend_module,1238,1,low,missing_adjacent_test
backend/src/modules/M008/service.js,backend_module,11948,1,low,missing_adjacent_test
backend/src/modules/M009/controller.js,backend_module,5228,1,low,missing_adjacent_test
backend/src/modules/M009/index.js,backend_module,152,1,low,missing_adjacent_test
backend/src/modules/M009/model.sql,backend_module,94,1,medium,placeholder_or_todo
backend/src/modules/M009/README.md,backend_module,474,0,clean,
backend/src/modules/M009/routes.js,backend_module,1345,1,low,missing_adjacent_test
backend/src/modules/M009/service.js,backend_module,13214,1,low,missing_adjacent_test
backend/src/modules/M010/controller.js,backend_module,6150,1,low,missing_adjacent_test
backend/src/modules/M010/index.js,backend_module,152,1,low,missing_adjacent_test
backend/src/modules/M010/model.sql,backend_module,94,1,medium,placeholder_or_todo
backend/src/modules/M010/README.md,backend_module,564,0,clean,
backend/src/modules/M010/routes.js,backend_module,1569,1,low,missing_adjacent_test
backend/src/modules/M010/service.js,backend_module,15429,2,medium,placeholder_or_todo;missing_adjacent_test
backend/src/modules/M011/controller.js,backend_module,4455,1,low,missing_adjacent_test
backend/src/modules/M011/index.js,backend_module,145,1,low,missing_adjacent_test
backend/src/modules/M011/model.sql,backend_module,89,1,medium,placeholder_or_todo
backend/src/modules/M011/README.md,backend_module,442,0,clean,
backend/src/modules/M011/routes.js,backend_module,1381,1,low,missing_adjacent_test
backend/src/modules/M011/service.js,backend_module,10180,1,low,missing_adjacent_test
backend/src/modules/M012/controller.js,backend_module,4278,1,low,missing_adjacent_test
backend/src/modules/M012/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M012/README.md,backend_module,363,0,clean,
backend/src/modules/M012/routes.js,backend_module,1620,1,low,missing_adjacent_test
backend/src/modules/M012/service.js,backend_module,11268,1,low,missing_adjacent_test
backend/src/modules/M013/controller.js,backend_module,1778,1,low,missing_adjacent_test
backend/src/modules/M013/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M013/README.md,backend_module,519,0,clean,
backend/src/modules/M013/routes.js,backend_module,577,1,low,missing_adjacent_test
backend/src/modules/M013/service.js,backend_module,15736,1,low,missing_adjacent_test
backend/src/modules/M014/controller.js,backend_module,4069,1,low,missing_adjacent_test
backend/src/modules/M014/index.js,backend_module,147,1,low,missing_adjacent_test
backend/src/modules/M014/model.sql,backend_module,89,1,medium,placeholder_or_todo
backend/src/modules/M014/README.md,backend_module,350,0,clean,
backend/src/modules/M014/routes.js,backend_module,981,1,low,missing_adjacent_test
backend/src/modules/M014/service.js,backend_module,13150,1,low,missing_adjacent_test
backend/src/modules/M015/controller.js,backend_module,7384,1,low,missing_adjacent_test
backend/src/modules/M015/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M015/README.md,backend_module,387,0,clean,
backend/src/modules/M015/routes.js,backend_module,1624,1,low,missing_adjacent_test
backend/src/modules/M015/service.js,backend_module,15082,1,low,missing_adjacent_test
backend/src/modules/M016/controller.js,backend_module,6737,1,low,missing_adjacent_test
backend/src/modules/M016/index.js,backend_module,146,1,low,missing_adjacent_test
backend/src/modules/M016/model.sql,backend_module,88,1,medium,placeholder_or_todo
backend/src/modules/M016/README.md,backend_module,351,0,clean,
backend/src/modules/M016/routes.js,backend_module,1897,1,low,missing_adjacent_test
backend/src/modules/M016/service.js,backend_module,17894,1,low,missing_adjacent_test
backend/src/modules/M017/controller.js,backend_module,7028,1,low,missing_adjacent_test
backend/src/modules/M017/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M017/README.md,backend_module,334,0,clean,
backend/src/modules/M017/routes.js,backend_module,2211,1,low,missing_adjacent_test
backend/src/modules/M017/service.js,backend_module,13263,1,low,missing_adjacent_test
backend/src/modules/M018/controller.js,backend_module,5938,1,low,missing_adjacent_test
backend/src/modules/M018/index.js,backend_module,148,1,low,missing_adjacent_test
backend/src/modules/M018/model.sql,backend_module,90,1,medium,placeholder_or_todo
backend/src/modules/M018/README.md,backend_module,320,0,clean,
backend/src/modules/M018/routes.js,backend_module,1646,1,low,missing_adjacent_test
backend/src/modules/M018/service.js,backend_module,17031,1,low,missing_adjacent_test
backend/src/modules/M019/controller.js,backend_module,7589,1,low,missing_adjacent_test
backend/src/modules/M019/index.js,backend_module,150,1,low,missing_adjacent_test
backend/src/modules/M019/model.sql,backend_module,92,1,medium,placeholder_or_todo
backend/src/modules/M019/README.md,backend_module,331,0,clean,
backend/src/modules/M019/routes.js,backend_module,2880,1,low,missing_adjacent_test
backend/src/modules/M019/service.js,backend_module,14552,1,low,missing_adjacent_test
backend/src/modules/M020/controller.js,backend_module,5695,1,low,missing_adjacent_test
backend/src/modules/M020/index.js,backend_module,150,1,low,missing_adjacent_test
backend/src/modules/M020/model.sql,backend_module,92,1,medium,placeholder_or_todo
backend/src/modules/M020/README.md,backend_module,359,0,clean,
backend/src/modules/M020/routes.js,backend_module,1743,1,low,missing_adjacent_test
backend/src/modules/M020/service.js,backend_module,13102,2,medium,placeholder_or_todo;missing_adjacent_test
backend/src/modules/M021/controller.js,backend_module,4462,1,low,missing_adjacent_test
backend/src/modules/M021/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M021/README.md,backend_module,390,0,clean,
backend/src/modules/M021/routes.js,backend_module,1391,1,low,missing_adjacent_test
backend/src/modules/M021/service.js,backend_module,15030,1,low,missing_adjacent_test
backend/src/modules/M022/controller.js,backend_module,4177,1,low,missing_adjacent_test
backend/src/modules/M022/index.js,backend_module,953,1,low,missing_adjacent_test
backend/src/modules/M022/model.sql,backend_module,3885,0,clean,
backend/src/modules/M022/README.md,backend_module,477,0,clean,
backend/src/modules/M022/routes.js,backend_module,871,1,low,missing_adjacent_test
backend/src/modules/M022/service.js,backend_module,21567,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M023/controller.js,backend_module,2630,1,low,missing_adjacent_test
backend/src/modules/M023/index.js,backend_module,765,1,low,missing_adjacent_test
backend/src/modules/M023/model.sql,backend_module,5243,0,clean,
backend/src/modules/M023/README.md,backend_module,427,0,clean,
backend/src/modules/M023/routes.js,backend_module,687,1,low,missing_adjacent_test
backend/src/modules/M023/service.js,backend_module,27089,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M024/controller.js,backend_module,1835,1,low,missing_adjacent_test
backend/src/modules/M024/index.js,backend_module,610,1,low,missing_adjacent_test
backend/src/modules/M024/model.sql,backend_module,2983,0,clean,
backend/src/modules/M024/README.md,backend_module,374,0,clean,
backend/src/modules/M024/routes.js,backend_module,534,1,low,missing_adjacent_test
backend/src/modules/M024/service.js,backend_module,10992,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M025/controller.js,backend_module,1193,1,low,missing_adjacent_test
backend/src/modules/M025/index.js,backend_module,475,1,low,missing_adjacent_test
backend/src/modules/M025/model.sql,backend_module,1949,0,clean,
backend/src/modules/M025/README.md,backend_module,359,0,clean,
backend/src/modules/M025/routes.js,backend_module,401,1,low,missing_adjacent_test
backend/src/modules/M025/service.js,backend_module,7853,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M026/controller.js,backend_module,1778,1,low,missing_adjacent_test
backend/src/modules/M026/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M026/README.md,backend_module,691,0,clean,
backend/src/modules/M026/routes.js,backend_module,622,1,low,missing_adjacent_test
backend/src/modules/M026/service.js,backend_module,7865,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M027/controller.js,backend_module,1778,1,low,missing_adjacent_test
backend/src/modules/M027/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M027/README.md,backend_module,710,0,clean,
backend/src/modules/M027/routes.js,backend_module,622,1,low,missing_adjacent_test
backend/src/modules/M027/service.js,backend_module,9058,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M028/controller.js,backend_module,1778,1,low,missing_adjacent_test
backend/src/modules/M028/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M028/README.md,backend_module,734,0,clean,
backend/src/modules/M028/routes.js,backend_module,622,1,low,missing_adjacent_test
backend/src/modules/M028/service.js,backend_module,8393,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M029/controller.js,backend_module,1778,1,low,missing_adjacent_test
backend/src/modules/M029/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M029/README.md,backend_module,731,0,clean,
backend/src/modules/M029/routes.js,backend_module,622,1,low,missing_adjacent_test
backend/src/modules/M029/service.js,backend_module,6797,1,low,missing_adjacent_test
backend/src/modules/M030/controller.js,backend_module,4024,1,low,missing_adjacent_test
backend/src/modules/M030/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M030/README.md,backend_module,840,0,clean,
backend/src/modules/M030/routes.js,backend_module,1759,1,low,missing_adjacent_test
backend/src/modules/M030/service.js,backend_module,17770,1,low,missing_adjacent_test
backend/src/modules/M031/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M031/index.js,backend_module,515,1,low,missing_adjacent_test
backend/src/modules/M031/model.sql,backend_module,2277,0,clean,
backend/src/modules/M031/README.md,backend_module,345,0,clean,
backend/src/modules/M031/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M031/service.js,backend_module,6991,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M031/__tests__/M031.test.js,backend_tests,2859,0,clean,
backend/src/modules/M032/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M032/index.js,backend_module,416,1,low,missing_adjacent_test
backend/src/modules/M032/model.sql,backend_module,1779,0,clean,
backend/src/modules/M032/README.md,backend_module,374,0,clean,
backend/src/modules/M032/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M032/service.js,backend_module,6987,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M032/__tests__/M032.test.js,backend_tests,2859,0,clean,
backend/src/modules/M033/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M033/index.js,backend_module,145,1,low,missing_adjacent_test
backend/src/modules/M033/README.md,backend_module,1791,0,clean,
backend/src/modules/M033/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M033/service.js,backend_module,6987,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M033/__tests__/M033.test.js,backend_tests,2859,0,clean,
backend/src/modules/M034/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M034/index.js,backend_module,119,1,low,missing_adjacent_test
backend/src/modules/M034/model.sql,backend_module,90,1,medium,placeholder_or_todo
backend/src/modules/M034/README.md,backend_module,182,0,clean,
backend/src/modules/M034/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M034/service.js,backend_module,6989,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M034/__tests__/M034.test.js,backend_tests,2859,0,clean,
backend/src/modules/M035/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M035/index.js,backend_module,121,1,low,missing_adjacent_test
backend/src/modules/M035/model.sql,backend_module,92,1,medium,placeholder_or_todo
backend/src/modules/M035/README.md,backend_module,183,0,clean,
backend/src/modules/M035/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M035/service.js,backend_module,6987,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M035/__tests__/M035.test.js,backend_tests,2859,0,clean,
backend/src/modules/M036/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M036/index.js,backend_module,145,1,low,missing_adjacent_test
backend/src/modules/M036/README.md,backend_module,156,0,clean,
backend/src/modules/M036/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M036/service.js,backend_module,6994,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M036/__tests__/M036.test.js,backend_tests,2859,0,clean,
backend/src/modules/M037/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M037/index.js,backend_module,127,1,low,missing_adjacent_test
backend/src/modules/M037/model.sql,backend_module,98,1,medium,placeholder_or_todo
backend/src/modules/M037/README.md,backend_module,189,0,clean,
backend/src/modules/M037/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M037/service.js,backend_module,6988,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M037/__tests__/M037.test.js,backend_tests,2859,0,clean,
backend/src/modules/M038/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M038/index.js,backend_module,128,1,low,missing_adjacent_test
backend/src/modules/M038/model.sql,backend_module,99,1,medium,placeholder_or_todo
backend/src/modules/M038/README.md,backend_module,191,0,clean,
backend/src/modules/M038/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M038/service.js,backend_module,6989,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M038/__tests__/M038.test.js,backend_tests,2859,0,clean,
backend/src/modules/M039/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M039/index.js,backend_module,122,1,low,missing_adjacent_test
backend/src/modules/M039/model.sql,backend_module,93,1,medium,placeholder_or_todo
backend/src/modules/M039/README.md,backend_module,185,0,clean,
backend/src/modules/M039/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M039/service.js,backend_module,6985,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M039/__tests__/M039.test.js,backend_tests,2859,0,clean,
backend/src/modules/M040/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M040/index.js,backend_module,145,1,low,missing_adjacent_test
backend/src/modules/M040/README.md,backend_module,156,0,clean,
backend/src/modules/M040/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M040/service.js,backend_module,6992,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M040/__tests__/M040.test.js,backend_tests,2859,0,clean,
backend/src/modules/M041/controller.js,backend_module,9103,1,low,missing_adjacent_test
backend/src/modules/M041/index.js,backend_module,5000,1,low,missing_adjacent_test
backend/src/modules/M041/model.sql,backend_module,3205,0,clean,
backend/src/modules/M041/README.md,backend_module,8950,0,clean,
backend/src/modules/M041/routes.js,backend_module,5801,1,low,missing_adjacent_test
backend/src/modules/M041/service.js,backend_module,26178,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M041/villageCompletenessService.js,backend_module,3168,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M041/villageEconomyGeoService.js,backend_module,21802,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M041/villageERPService.js,backend_module,7855,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M041/villageExternalSupplyService.js,backend_module,11154,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M041/villageProductionPotentialService.js,backend_module,8711,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M041/villageProjectIntelligenceService.js,backend_module,16064,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M041/__tests__/M041.test.js,backend_tests,2859,0,clean,
backend/src/modules/M042/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M042/index.js,backend_module,553,1,low,missing_adjacent_test
backend/src/modules/M042/model.sql,backend_module,2060,0,clean,
backend/src/modules/M042/README.md,backend_module,393,0,clean,
backend/src/modules/M042/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M042/service.js,backend_module,6985,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M042/__tests__/M042.test.js,backend_tests,2859,0,clean,
backend/src/modules/M043/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M043/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M043/README.md,backend_module,388,0,clean,
backend/src/modules/M043/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M043/service.js,backend_module,6997,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M043/__tests__/M043.test.js,backend_tests,2859,0,clean,
backend/src/modules/M044/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M044/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M044/README.md,backend_module,376,0,clean,
backend/src/modules/M044/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M044/service.js,backend_module,6988,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M044/__tests__/M044.test.js,backend_tests,2859,0,clean,
backend/src/modules/M045/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M045/index.js,backend_module,143,1,low,missing_adjacent_test
backend/src/modules/M045/README.md,backend_module,374,0,clean,
backend/src/modules/M045/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M045/service.js,backend_module,6987,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M045/__tests__/M045.test.js,backend_tests,2859,0,clean,
backend/src/modules/M046/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M046/index.js,backend_module,146,1,low,missing_adjacent_test
backend/src/modules/M046/model.sql,backend_module,88,1,medium,placeholder_or_todo
backend/src/modules/M046/README.md,backend_module,375,0,clean,
backend/src/modules/M046/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M046/service.js,backend_module,6988,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M046/__tests__/M046.test.js,backend_tests,2859,0,clean,
backend/src/modules/M047/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M047/index.js,backend_module,145,1,low,missing_adjacent_test
backend/src/modules/M047/README.md,backend_module,2250,0,clean,
backend/src/modules/M047/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M047/service.js,backend_module,6992,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M047/__tests__/M047.test.js,backend_tests,2859,0,clean,
backend/src/modules/M048/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M048/index.js,backend_module,145,1,low,missing_adjacent_test
backend/src/modules/M048/README.md,backend_module,156,0,clean,
backend/src/modules/M048/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M048/service.js,backend_module,6988,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M048/__tests__/M048.test.js,backend_tests,2859,0,clean,
backend/src/modules/M049/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M049/index.js,backend_module,131,1,low,missing_adjacent_test
backend/src/modules/M049/model.sql,backend_module,102,1,medium,placeholder_or_todo
backend/src/modules/M049/README.md,backend_module,198,0,clean,
backend/src/modules/M049/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M049/service.js,backend_module,6986,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M049/__tests__/M049.test.js,backend_tests,2859,0,clean,
backend/src/modules/M050/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M050/index.js,backend_module,145,1,low,missing_adjacent_test
backend/src/modules/M050/README.md,backend_module,156,0,clean,
backend/src/modules/M050/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M050/service.js,backend_module,6987,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M050/__tests__/M050.test.js,backend_tests,2859,0,clean,
backend/src/modules/M051/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M051/index.js,backend_module,850,1,low,missing_adjacent_test
backend/src/modules/M051/model.sql,backend_module,2833,0,clean,
backend/src/modules/M051/README.md,backend_module,1170,0,clean,
backend/src/modules/M051/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M051/service.js,backend_module,6989,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M051/__tests__/M051.test.js,backend_tests,2859,0,clean,
backend/src/modules/M052/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M052/index.js,backend_module,745,1,low,missing_adjacent_test
backend/src/modules/M052/model.sql,backend_module,3505,0,clean,
backend/src/modules/M052/README.md,backend_module,1102,0,clean,
backend/src/modules/M052/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M052/service.js,backend_module,6991,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M052/__tests__/M052.test.js,backend_tests,2859,0,clean,
backend/src/modules/M053/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M053/index.js,backend_module,654,1,low,missing_adjacent_test
backend/src/modules/M053/model.sql,backend_module,3217,0,clean,
backend/src/modules/M053/README.md,backend_module,963,0,clean,
backend/src/modules/M053/routes.js,backend_module,1555,1,low,missing_adjacent_test
backend/src/modules/M053/service.js,backend_module,6993,2,high,sql_interpolation_risk;missing_adjacent_test
backend/src/modules/M053/__tests__/M053.test.js,backend_tests,2859,0,clean,
backend/src/modules/M054/controller.js,backend_module,3490,1,low,missing_adjacent_test
backend/src/modules/M054/index.js,backend_module,576,1,low,missing_adjacent_test
backend/src/modules/M054/model.sql,backend_module,2806,0,clean,
