"Prefix","Variable","ImportKnown","ImportType","ImportPath","ResolvedFile","IndexLine"
"/api/v1/backend-modules/M011","finalBatchModuleM011Routes","True","DIRECT_REQUIRE","./modules/M011/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M011\routes.js","1130"
"/api/v1/backend-modules/M012","finalBatchModuleM012Routes","True","DIRECT_REQUIRE","./modules/M012/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M012\routes.js","1131"
"/api/v1/backend-modules/M013","finalBatchModuleM013Routes","True","DIRECT_REQUIRE","./modules/M013/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M013\routes.js","1132"
"/api/v1/backend-modules/M014","finalBatchModuleM014Routes","True","DIRECT_REQUIRE","./modules/M014/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M014\routes.js","1133"
"/api/v1/backend-modules/M015","finalBatchModuleM015Routes","True","DIRECT_REQUIRE","./modules/M015/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M015\routes.js","1134"
"/api/v1/backend-modules/M017","finalBatchModuleM017Routes","True","DIRECT_REQUIRE","./modules/M017/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M017\routes.js","1135"
"/api/v1/backend-modules/M018","finalBatchModuleM018Routes","True","DIRECT_REQUIRE","./modules/M018/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M018\routes.js","1136"
"/api/v1/backend-modules/M019","finalBatchModuleM019Routes","True","DIRECT_REQUIRE","./modules/M019/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M019\routes.js","1137"
"/api/v1/backend-modules/M020","finalBatchModuleM020Routes","True","DIRECT_REQUIRE","./modules/M020/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M020\routes.js","1138"
"/api/v1/backend-modules/M021","finalBatchModuleM021Routes","True","DIRECT_REQUIRE","./modules/M021/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M021\routes.js","1139"
"/api/v1/backend-modules/M022","finalBatchModuleM022Routes","True","DIRECT_REQUIRE","./modules/M022/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M022\routes.js","1140"
"/api/v1/backend-modules/M023","finalBatchModuleM023Routes","True","DIRECT_REQUIRE","./modules/M023/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M023\routes.js","1141"
"/api/v1/backend-modules/M024","finalBatchModuleM024Routes","True","DIRECT_REQUIRE","./modules/M024/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M024\routes.js","1142"
"/api/v1/backend-modules/M025","finalBatchModuleM025Routes","True","DIRECT_REQUIRE","./modules/M025/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M025\routes.js","1143"
"/api/v1/backend-modules/M026","finalBatchModuleM026Routes","True","DIRECT_REQUIRE","./modules/M026/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M026\routes.js","1144"
"/api/v1/backend-modules/M027","finalBatchModuleM027Routes","True","DIRECT_REQUIRE","./modules/M027/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M027\routes.js","1145"
"/api/v1/backend-modules/M028","finalBatchModuleM028Routes","True","DIRECT_REQUIRE","./modules/M028/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M028\routes.js","1146"
"/api/v1/backend-modules/M029","finalBatchModuleM029Routes","True","DIRECT_REQUIRE","./modules/M029/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M029\routes.js","1147"
"/api/v1/backend-modules/M030","finalBatchModuleM030Routes","True","DIRECT_REQUIRE","./modules/M030/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M030\routes.js","1148"
"/api/v1/backend-modules/M101","finalBatchModuleM101Routes","True","DIRECT_REQUIRE","./modules/M101/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M101\routes.js","1149"
"/api/v1/backend-modules/M102","finalBatchModuleM102Routes","True","DIRECT_REQUIRE","./modules/M102/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M102\routes.js","1150"
"/api/v1/backend-modules/M151","finalBatchModuleM151Routes","True","DIRECT_REQUIRE","./modules/M151/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M151\routes.js","1151"
"/api/v1/backend-modules/M201","finalBatchModuleM201Routes","True","DIRECT_REQUIRE","./modules/M201/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M201\routes.js","1152"
"/api/v1/backend-modules/M301","finalBatchModuleM301Routes","True","DIRECT_REQUIRE","./modules/M301/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M301\routes.js","1153"
"/api/v1/backend-modules/M63","finalBatchModuleM63Routes","True","DIRECT_REQUIRE","./modules/M63/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M63\routes.js","1154"
"/api/v1/backend-modules/M64","finalBatchModuleM64Routes","True","DIRECT_REQUIRE","./modules/M64/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M64\routes.js","1155"
"/api/v1/backend-modules/M65","finalBatchModuleM65Routes","True","DIRECT_REQUIRE","./modules/M65/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M65\routes.js","1156"
"/api/v1/backend-modules/M001","legacyModuleM001Routes","True","DIRECT_REQUIRE","./modules/M001/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M001\routes.js","1157"
"/api/v1/backend-modules/M016","legacyModuleM016Routes","True","DIRECT_REQUIRE","./modules/M016/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M016\routes.js","1158"
"/api/v1/backend-modules/M031","legacyModuleM031Routes","True","DIRECT_REQUIRE","./modules/M031/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M031\routes.js","1159"
"/api/v1/backend-modules/M032","legacyModuleM032Routes","True","DIRECT_REQUIRE","./modules/M032/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M032\routes.js","1160"
"/api/v1/backend-modules/M033","legacyModuleM033Routes","True","DIRECT_REQUIRE","./modules/M033/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M033\routes.js","1161"
"/api/v1/backend-modules/M034","legacyModuleM034Routes","True","DIRECT_REQUIRE","./modules/M034/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M034\routes.js","1162"
"/api/v1/backend-modules/M035","legacyModuleM035Routes","True","DIRECT_REQUIRE","./modules/M035/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M035\routes.js","1163"
"/api/v1/backend-modules/M036","legacyModuleM036Routes","True","DIRECT_REQUIRE","./modules/M036/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M036\routes.js","1164"
"/api/v1/backend-modules/M037","legacyModuleM037Routes","True","DIRECT_REQUIRE","./modules/M037/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M037\routes.js","1165"
"/api/v1/backend-modules/M038","legacyModuleM038Routes","True","DIRECT_REQUIRE","./modules/M038/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M038\routes.js","1166"
"/api/v1/backend-modules/M039","legacyModuleM039Routes","True","DIRECT_REQUIRE","./modules/M039/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M039\routes.js","1167"
"/api/v1/backend-modules/M040","legacyModuleM040Routes","True","DIRECT_REQUIRE","./modules/M040/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M040\routes.js","1168"
"/api/v1/backend-modules/M042","legacyModuleM042Routes","True","DIRECT_REQUIRE","./modules/M042/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M042\routes.js","1169"
"/api/v1/backend-modules/M043","legacyModuleM043Routes","True","DIRECT_REQUIRE","./modules/M043/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M043\routes.js","1170"
"/api/v1/backend-modules/M044","legacyModuleM044Routes","True","DIRECT_REQUIRE","./modules/M044/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M044\routes.js","1171"
"/api/v1/backend-modules/M045","legacyModuleM045Routes","True","DIRECT_REQUIRE","./modules/M045/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M045\routes.js","1172"
"/api/v1/backend-modules/M046","legacyModuleM046Routes","True","DIRECT_REQUIRE","./modules/M046/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M046\routes.js","1173"
"/api/v1/backend-modules/M047","legacyModuleM047Routes","True","DIRECT_REQUIRE","./modules/M047/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M047\routes.js","1174"
"/api/v1/backend-modules/M048","legacyModuleM048Routes","True","DIRECT_REQUIRE","./modules/M048/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M048\routes.js","1175"
"/api/v1/backend-modules/M049","legacyModuleM049Routes","True","DIRECT_REQUIRE","./modules/M049/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M049\routes.js","1176"
"/api/v1/backend-modules/M050","legacyModuleM050Routes","True","DIRECT_REQUIRE","./modules/M050/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M050\routes.js","1177"
"/api/v1/backend-modules/M051","legacyModuleM051Routes","True","DIRECT_REQUIRE","./modules/M051/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M051\routes.js","1178"
"/api/v1/backend-modules/M052","legacyModuleM052Routes","True","DIRECT_REQUIRE","./modules/M052/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M052\routes.js","1179"
"/api/v1/backend-modules/M053","legacyModuleM053Routes","True","DIRECT_REQUIRE","./modules/M053/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M053\routes.js","1180"
"/api/v1/backend-modules/M054","legacyModuleM054Routes","True","DIRECT_REQUIRE","./modules/M054/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M054\routes.js","1181"
"/api/v1/backend-modules/M055","legacyModuleM055Routes","True","DIRECT_REQUIRE","./modules/M055/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M055\routes.js","1182"
"/api/v1/backend-modules/M056","legacyModuleM056Routes","True","DIRECT_REQUIRE","./modules/M056/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M056\routes.js","1183"
"/api/v1/backend-modules/M057","legacyModuleM057Routes","True","DIRECT_REQUIRE","./modules/M057/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M057\routes.js","1184"
"/api/v1/backend-modules/M058","legacyModuleM058Routes","True","DIRECT_REQUIRE","./modules/M058/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M058\routes.js","1185"
"/api/v1/backend-modules/M059","legacyModuleM059Routes","True","DIRECT_REQUIRE","./modules/M059/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M059\routes.js","1186"
"/api/v1/backend-modules/M060","legacyModuleM060Routes","True","DIRECT_REQUIRE","./modules/M060/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M060\routes.js","1187"
"/api/v1/backend-modules/M061","legacyModuleM061Routes","True","DIRECT_REQUIRE","./modules/M061/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M061\routes.js","1188"
"/api/v1/backend-modules/M062","legacyModuleM062Routes","True","DIRECT_REQUIRE","./modules/M062/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M062\routes.js","1189"
"/api/v1/backend-modules/M063","legacyModuleM063Routes","True","DIRECT_REQUIRE","./modules/M063/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M063\routes.js","1190"
"/api/v1/backend-modules/M064","legacyModuleM064Routes","True","DIRECT_REQUIRE","./modules/M064/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M064\routes.js","1191"
"/api/v1/backend-modules/M065","legacyModuleM065Routes","True","DIRECT_REQUIRE","./modules/M065/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M065\routes.js","1192"
"/api/v1/backend-modules/M066","legacyModuleM066Routes","True","DIRECT_REQUIRE","./modules/M066/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M066\routes.js","1193"
"/api/v1/backend-modules/M067","legacyModuleM067Routes","True","DIRECT_REQUIRE","./modules/M067/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M067\routes.js","1194"
"/api/v1/backend-modules/M068","legacyModuleM068Routes","True","DIRECT_REQUIRE","./modules/M068/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M068\routes.js","1195"
"/api/v1/backend-modules/M069","legacyModuleM069Routes","True","DIRECT_REQUIRE","./modules/M069/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M069\routes.js","1196"
"/api/v1/backend-modules/M070","legacyModuleM070Routes","True","DIRECT_REQUIRE","./modules/M070/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M070\routes.js","1197"
"/api/v1/backend-modules/M071","legacyModuleM071Routes","True","DIRECT_REQUIRE","./modules/M071/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M071\routes.js","1198"
"/api/v1/backend-modules/M072","legacyModuleM072Routes","True","DIRECT_REQUIRE","./modules/M072/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M072\routes.js","1199"
"/api/v1/backend-modules/M073","legacyModuleM073Routes","True","DIRECT_REQUIRE","./modules/M073/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M073\routes.js","1200"
"/api/v1/backend-modules/M074","legacyModuleM074Routes","True","DIRECT_REQUIRE","./modules/M074/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M074\routes.js","1201"
"/api/v1/backend-modules/M075","legacyModuleM075Routes","True","DIRECT_REQUIRE","./modules/M075/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M075\routes.js","1202"
"/api/v1/backend-modules/M076","legacyModuleM076Routes","True","DIRECT_REQUIRE","./modules/M076/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M076\routes.js","1203"
"/api/v1/backend-modules/M077","legacyModuleM077Routes","True","DIRECT_REQUIRE","./modules/M077/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M077\routes.js","1204"
"/api/v1/backend-modules/M078","legacyModuleM078Routes","True","DIRECT_REQUIRE","./modules/M078/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M078\routes.js","1205"
"/api/v1/backend-modules/M079","legacyModuleM079Routes","True","DIRECT_REQUIRE","./modules/M079/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M079\routes.js","1206"
"/api/v1/backend-modules/M080","legacyModuleM080Routes","True","DIRECT_REQUIRE","./modules/M080/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M080\routes.js","1207"
"/api/v1/backend-modules/M081","legacyModuleM081Routes","True","DIRECT_REQUIRE","./modules/M081/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M081\routes.js","1208"
"/api/v1/backend-modules/M082","legacyModuleM082Routes","True","DIRECT_REQUIRE","./modules/M082/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M082\routes.js","1209"
"/api/v1/backend-modules/M083","legacyModuleM083Routes","True","DIRECT_REQUIRE","./modules/M083/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M083\routes.js","1210"
"/api/v1/backend-modules/M084","legacyModuleM084Routes","True","DIRECT_REQUIRE","./modules/M084/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M084\routes.js","1211"
"/api/v1/backend-modules/M085","legacyModuleM085Routes","True","DIRECT_REQUIRE","./modules/M085/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js","1212"
"/api/v1/backend-modules/M086","legacyModuleM086Routes","True","DIRECT_REQUIRE","./modules/M086/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M086\routes.js","1213"
"/api/v1/backend-modules/M087","legacyModuleM087Routes","True","DIRECT_REQUIRE","./modules/M087/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\routes.js","1214"
"/api/v1/backend-modules/M088","legacyModuleM088Routes","True","DIRECT_REQUIRE","./modules/M088/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","1215"
"/api/v1/backend-modules/M089","legacyModuleM089Routes","True","DIRECT_REQUIRE","./modules/M089/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","1216"
"/api/v1/backend-modules/M090","legacyModuleM090Routes","True","DIRECT_REQUIRE","./modules/M090/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","1217"
"/api/v1/backend-modules/M091","legacyModuleM091Routes","True","DIRECT_REQUIRE","./modules/M091/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","1218"
"/api/v1/backend-modules/M092","legacyModuleM092Routes","True","DIRECT_REQUIRE","./modules/M092/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\routes.js","1219"
"/api/v1/backend-modules/M093","legacyModuleM093Routes","True","DIRECT_REQUIRE","./modules/M093/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","1220"
"/api/v1/backend-modules/M094","legacyModuleM094Routes","True","DIRECT_REQUIRE","./modules/M094/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","1221"
"/api/v1/backend-modules/M095","legacyModuleM095Routes","True","DIRECT_REQUIRE","./modules/M095/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","1222"
"/api/v1/backend-modules/M096","legacyModuleM096Routes","True","DIRECT_REQUIRE","./modules/M096/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M096\routes.js","1223"
"/api/v1/backend-modules/M097","legacyModuleM097Routes","True","DIRECT_REQUIRE","./modules/M097/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","1224"
"/api/v1/backend-modules/M098","legacyModuleM098Routes","True","DIRECT_REQUIRE","./modules/M098/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\routes.js","1225"
"/api/v1/backend-modules/M099","legacyModuleM099Routes","True","DIRECT_REQUIRE","./modules/M099/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","1226"
"/api/v1/backend-modules/M100","legacyModuleM100Routes","True","DIRECT_REQUIRE","./modules/M100/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\routes.js","1227"
"/api/v1/backend-modules/M103","legacyModuleM103Routes","True","DIRECT_REQUIRE","./modules/M103/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","1228"
"/api/v1/backend-modules/M104","legacyModuleM104Routes","True","DIRECT_REQUIRE","./modules/M104/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M104\routes.js","1229"
"/api/v1/backend-modules/M105","legacyModuleM105Routes","True","DIRECT_REQUIRE","./modules/M105/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M105\routes.js","1230"
"/api/v1/backend-modules/M106","legacyModuleM106Routes","True","DIRECT_REQUIRE","./modules/M106/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M106\routes.js","1231"
"/api/v1/backend-modules/M107","legacyModuleM107Routes","True","DIRECT_REQUIRE","./modules/M107/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M107\routes.js","1232"
"/api/v1/backend-modules/M108","legacyModuleM108Routes","True","DIRECT_REQUIRE","./modules/M108/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M108\routes.js","1233"
"/api/v1/backend-modules/M109","legacyModuleM109Routes","True","DIRECT_REQUIRE","./modules/M109/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M109\routes.js","1234"
"/api/v1/backend-modules/M110","legacyModuleM110Routes","True","DIRECT_REQUIRE","./modules/M110/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M110\routes.js","1235"
"/api/v1/backend-modules/M111","legacyModuleM111Routes","True","DIRECT_REQUIRE","./modules/M111/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M111\routes.js","1236"
"/api/v1/backend-modules/M112","legacyModuleM112Routes","True","DIRECT_REQUIRE","./modules/M112/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M112\routes.js","1237"
"/api/v1/backend-modules/M113","legacyModuleM113Routes","True","DIRECT_REQUIRE","./modules/M113/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M113\routes.js","1238"
"/api/v1/backend-modules/M114","legacyModuleM114Routes","True","DIRECT_REQUIRE","./modules/M114/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M114\routes.js","1239"
"/api/v1/backend-modules/M115","legacyModuleM115Routes","True","DIRECT_REQUIRE","./modules/M115/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M115\routes.js","1240"
"/api/v1/backend-modules/M116","legacyModuleM116Routes","True","DIRECT_REQUIRE","./modules/M116/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M116\routes.js","1241"
"/api/v1/backend-modules/M117","legacyModuleM117Routes","True","DIRECT_REQUIRE","./modules/M117/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M117\routes.js","1242"
"/api/v1/backend-modules/M118","legacyModuleM118Routes","True","DIRECT_REQUIRE","./modules/M118/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M118\routes.js","1243"
"/api/v1/backend-modules/M119","legacyModuleM119Routes","True","DIRECT_REQUIRE","./modules/M119/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M119\routes.js","1244"
"/api/v1/backend-modules/M120","legacyModuleM120Routes","True","DIRECT_REQUIRE","./modules/M120/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M120\routes.js","1245"
"/api/v1/backend-modules/M121","legacyModuleM121Routes","True","DIRECT_REQUIRE","./modules/M121/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M121\routes.js","1246"
"/api/v1/backend-modules/M122","legacyModuleM122Routes","True","DIRECT_REQUIRE","./modules/M122/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M122\routes.js","1247"
"/api/v1/backend-modules/M123","legacyModuleM123Routes","True","DIRECT_REQUIRE","./modules/M123/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M123\routes.js","1248"
"/api/v1/backend-modules/M124","legacyModuleM124Routes","True","DIRECT_REQUIRE","./modules/M124/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M124\routes.js","1249"
"/api/v1/backend-modules/M125","legacyModuleM125Routes","True","DIRECT_REQUIRE","./modules/M125/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M125\routes.js","1250"
"/api/v1/backend-modules/M126","legacyModuleM126Routes","True","DIRECT_REQUIRE","./modules/M126/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M126\routes.js","1251"
"/api/v1/backend-modules/M127","legacyModuleM127Routes","True","DIRECT_REQUIRE","./modules/M127/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M127\routes.js","1252"
"/api/v1/backend-modules/M128","legacyModuleM128Routes","True","DIRECT_REQUIRE","./modules/M128/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M128\routes.js","1253"
