"Family","File","RelativePath","Name","SizeBytes","Lines","SHA256","Mounted"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\coldChainMonitoring.js","routes\coldChainMonitoring.js","coldChainMonitoring.js","330","20","A997430D58B0C3466F34320D6E20B66DA9C9183C708E885B7D2BDD77029E30B0","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\coldStorageDomainRoutes.js","routes\coldStorageDomainRoutes.js","coldStorageDomainRoutes.js","2239","47","7CE7B1000E0D12742644D3FFEC6C4352F85EC863D84D4F7272B2BEA2CD8F44A0","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\coldStorageRoutes.js","routes\coldStorageRoutes.js","coldStorageRoutes.js","633","38","CA345D0DB550A4DD4F20066E2773206CE96B71E2868404B1DFCD8DF4A70D4892","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\communityManagementDomainRoutes.js","routes\communityManagementDomainRoutes.js","communityManagementDomainRoutes.js","2327","65","BF503E47EB69B7D06907E1773B86E7E8B786D160871215049DECC58139F11B41","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\communityManagementRoutes.js","routes\communityManagementRoutes.js","communityManagementRoutes.js","657","38","58D5D8CB8B313CA4623755124E21AA05EDE1B535E846E4F99F8F8A98079EEA10","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\communityRoutes.js","routes\communityRoutes.js","communityRoutes.js","12325","580","195CA6E00F2AA09368D94D80C1FA826B15669C4C62A2FC81022CF52AD43D5D7A","False"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\companyDomainRoutes.js","routes\companyDomainRoutes.js","companyDomainRoutes.js","1039","32","0D417773F61256AFE52BFE3EE214B2F7929E7490812AA03B54D29A856FCAA29A","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\companyRoutes.js","routes\companyRoutes.js","companyRoutes.js","2268","77","71DC0CC33307699ABB5C6C6DFF789BBA27123E0AEF7CEB4D989C53B71A7613A6","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\completeAIIntegrationDomainRoutes.js","routes\completeAIIntegrationDomainRoutes.js","completeAIIntegrationDomainRoutes.js","2724","44","916F9CADD2C55350F48199C16414A51B87BEA5264781F9C4B00DAB0621F57574","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\completeAIIntegrationRoutes.js","routes\completeAIIntegrationRoutes.js","completeAIIntegrationRoutes.js","6370","147","EE973340E8C16DEE2B6F6E8A6B3D49EF0C35922CE24820C7F613EBDCC7B451C2","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\completeERPIntegrationDomainRoutes.js","routes\completeERPIntegrationDomainRoutes.js","completeERPIntegrationDomainRoutes.js","2969","46","A10A85DBCBC27E31833C5E9BE49BA728A1DB69668A2A47FE4A1066256FAFB8D8","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\completeERPIntegrationRoutes.js","routes\completeERPIntegrationRoutes.js","completeERPIntegrationRoutes.js","657","38","625977B1966994B900F4EF67879B1533C89D3E603DA940B5CB2AEBAE809F3F61","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\complianceDomainRoutes.js","routes\complianceDomainRoutes.js","complianceDomainRoutes.js","1044","32","579ECC3092BC55EC02CE3B6A3230EDBC298002F5BBE9DABA43D2940838195F55","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\complianceRoutes.js","routes\complianceRoutes.js","complianceRoutes.js","1871","36","FEC15AC0D0F2B065D839C0D6A9B3F37272BAFD05890AC5DC57C6F6EB15B49448","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\complianceTracking.js","routes\complianceTracking.js","complianceTracking.js","327","20","331EA359BC70AE1CB6CD59C4E59AB8437D7F4957F5A3E3F183FD066801F65F0C","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\comprehensiveERPDomainRoutes.js","routes\comprehensiveERPDomainRoutes.js","comprehensiveERPDomainRoutes.js","9963","140","7FE80951BE48BAB7F139C2ECF2459ACB4D805C7DD0CDB24CC4DAB935041DE83A","True"
