"File","Family","Lines","SizeBytes","ImportCount","ControllerImportCount","ServiceImportCount","MiddlewareImportCount","ControllerImports","ServiceImports","MiddlewareImports","AllImports"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M51Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M52Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M53Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M54Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M55Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M56Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M57Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M58Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M59Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M60Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M61Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M62Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M63Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M64Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M65Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M66Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M67Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M68Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M69Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M70Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M71Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M72Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M73Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M74Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M75Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M76Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M77Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M78Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M79Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M80Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M81Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M82Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M83Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M84Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M85Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M86Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M87Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M88Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M89Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M90Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M91Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M92Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M93Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M94Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M95Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M96Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M97Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M98Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M99Routes.js","TOP_LEVEL_ROUTE","39","949","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\machineryVillageOpsRoutes.js","TOP_LEVEL_ROUTE","200","5755","4","0","1","1","","../services/machineryVillageOpsService","../middleware/auth","../middleware/auth | ../services/machineryVillageOpsService | ../utils/logger | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\migrationRoutes.js","TOP_LEVEL_ROUTE","23","492","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\moduleSupportInfrastructureRoutes.js","TOP_LEVEL_ROUTE","460","10707","2","0","1","0","","../services/moduleSupportInfrastructureService","","../services/moduleSupportInfrastructureService | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\moduleSystemsRoutes.js","TOP_LEVEL_ROUTE","27","1077","2","0","0","0","","","","../core/moduleSystemFactory | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\notificationRoutes.js","TOP_LEVEL_ROUTE","23","501","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\performanceRoutes.js","TOP_LEVEL_ROUTE","23","498","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\permissionRoutes.js","TOP_LEVEL_ROUTE","23","495","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platformFoundationRoutes.js","TOP_LEVEL_ROUTE","38","654","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\publicDomainDataExtractionRoutes_merged.js","TOP_LEVEL_ROUTE","20","365","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\reportingRoutes.js","TOP_LEVEL_ROUTE","23","492","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\resourceRouteFactory.js","TOP_LEVEL_ROUTE","20","332","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\roleRoutes.js","TOP_LEVEL_ROUTE","23","477","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\searchRoutes.js","TOP_LEVEL_ROUTE","23","483","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\securityRoutes.js","TOP_LEVEL_ROUTE","23","489","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\serverManagementRoutes.js","TOP_LEVEL_ROUTE","578","13299","4","0","1","2","","../services/serverManagementService","../middleware/admin | ../middleware/auth","../middleware/admin | ../middleware/auth | ../services/serverManagementService | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\settingsRoutes.js","TOP_LEVEL_ROUTE","23","489","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\soilNutrientLandRoutes.js","TOP_LEVEL_ROUTE","200","5522","4","0","1","1","","../services/soilNutrientLandService","../middleware/auth","../middleware/auth | ../services/soilNutrientLandService | ../utils/logger | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\startupEnvironmentRoutes.js","TOP_LEVEL_ROUTE","477","11424","3","0","1","1","","../services/startupEnvironmentService","../middleware/auth","../middleware/auth | ../services/startupEnvironmentService | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\systemConfigRoutes.js","TOP_LEVEL_ROUTE","23","501","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\unifiedLedgerRoutes_merged.js","TOP_LEVEL_ROUTE","20","337","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\vendorProcurementRoutes.js","TOP_LEVEL_ROUTE","280","7753","4","0","1","1","","../services/vendorProcurementService","../middleware/auth","../middleware/auth | ../services/vendorProcurementService | ../utils/logger | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\versionRoutes.js","TOP_LEVEL_ROUTE","23","486","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\waterIrrigationRoutes.js","TOP_LEVEL_ROUTE","244","6697","4","0","1","1","","../services/waterIrrigationService","../middleware/auth","../middleware/auth | ../services/waterIrrigationService | ../utils/logger | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\webhookRoutes.js","TOP_LEVEL_ROUTE","23","486","2","0","0","1","","","../middleware/auth","../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\backendModuleBridge.js","TOP_LEVEL_ROUTE","20","330","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\finance\unifiedLedgerRoutes.js","TOP_LEVEL_ROUTE","39","1461","2","0","0","1","","","../../middleware/auth","../../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\generated\all_routes.js","TOP_LEVEL_ROUTE","1076","26050","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\livestock\dairyRoutes_merged.js","TOP_LEVEL_ROUTE","39","1453","2","0","0","1","","","../../middleware/auth","../../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\logistics\geofencingRoutes_merged.js","TOP_LEVEL_ROUTE","20","330","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\completeERPIntegrationRoutes_merged.js","TOP_LEVEL_ROUTE","39","1470","2","0","0","1","","","../../middleware/auth","../../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\comprehensiveERPRoutes_merged.js","TOP_LEVEL_ROUTE","39","1464","2","0","0","1","","","../../middleware/auth","../../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\informationSharingRoutes_merged.js","TOP_LEVEL_ROUTE","39","1466","2","0","0","1","","","../../middleware/auth","../../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\knowledgeRoutes_merged.js","TOP_LEVEL_ROUTE","39","1457","2","0","0","1","","","../../middleware/auth","../../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\organizationManagementRoutes_merged.js","TOP_LEVEL_ROUTE","39","1470","2","0","0","1","","","../../middleware/auth","../../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\publicDomainDataExtractionRoutes.js","TOP_LEVEL_ROUTE","39","1474","2","0","0","1","","","../../middleware/auth","../../middleware/auth | express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\climateRoutes.test.js","TOP_LEVEL_ROUTE","12","231","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\enterpriseCommerceSafety.test.js","TOP_LEVEL_ROUTE","12","261","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\livestockFisheriesRoutes.test.js","TOP_LEVEL_ROUTE","12","254","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\operationsMachineryRoutes.test.js","TOP_LEVEL_ROUTE","12","256","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\platformFoundationRoutes.test.js","TOP_LEVEL_ROUTE","12","254","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\roboticsRoutes.test.js","TOP_LEVEL_ROUTE","44","2410","4","0","1","0","","../../services/robotics/roboticsOrchestrationService","","../../services/robotics/roboticsOrchestrationService | ../roboticsRoutes | express | supertest"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\waterSoilManagementRoutes.test.js","TOP_LEVEL_ROUTE","12","257","1","0","0","0","","","","express"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M645100_LIBRARYKNOWLEDGE\api\routes.js","MODULE_ROUTE","64","2401","3","0","1","0","","../backend/service","","../backend/service | express | path"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\TEMPLATES\MODULE_TEMPLATE\backend\routes.js","MODULE_ROUTE","224","4724","1","0","0","0","","","","express"
