"MountedRoots","FinalRouterMatrixRows","CapabilityFailures","CapabilityCoverageComplete","DependencyNodes","UniquePhysicalEdges","UniqueLocalResolvedEdges","UniqueUnresolvedLocalEdges","UniqueDynamicIndicators","UniqueDepthLimitEdges","OldCycleSeenEdges","DirectReciprocalPairs","FinalShallowRouters","ServiceMountedRoots"
"668","668","0","True","1941","6541","5521","4","4","69","2003","4","47","4"
