"QualifiedTable","DefinitionCount","SourceFile","SourceRelativePath"
"public.regional_cuisine","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\recipe_intelligence_schema.sql","backend\src\database\recipe_intelligence_schema.sql"
"public.regional_cuisine","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\040_recipe_intelligence_schema.sql","backend\src\database\migrations\040_recipe_intelligence_schema.sql"
"public.institutional_recipes","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\recipe_intelligence_schema.sql","backend\src\database\recipe_intelligence_schema.sql"
"public.institutional_recipes","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\040_recipe_intelligence_schema.sql","backend\src\database\migrations\040_recipe_intelligence_schema.sql"
"public.institutional_ingredient_substitutions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\recipe_intelligence_schema.sql","backend\src\database\recipe_intelligence_schema.sql"
"public.institutional_ingredient_substitutions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\040_recipe_intelligence_schema.sql","backend\src\database\migrations\040_recipe_intelligence_schema.sql"
"public.institutional_nutrition_requirements","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\recipe_intelligence_schema.sql","backend\src\database\recipe_intelligence_schema.sql"
"public.institutional_nutrition_requirements","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\040_recipe_intelligence_schema.sql","backend\src\database\migrations\040_recipe_intelligence_schema.sql"
"public.rural_economic_units","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.rural_economic_units","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.household_economy","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.household_economy","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.household_orders","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.household_orders","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.farm_consumables","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.farm_consumables","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.machinery_access","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.machinery_access","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.shared_infrastructure_access","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.shared_infrastructure_access","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.rural_enterprises","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.rural_enterprises","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.enterprise_feasibility_analysis","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.enterprise_feasibility_analysis","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.renewable_energy_systems","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.renewable_energy_systems","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.energy_generation_data","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.energy_generation_data","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.rural_finance","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.rural_finance","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.financial_needs_assessment","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.financial_needs_assessment","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.ai_advisories","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.ai_advisories","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.advisory_attachments","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.advisory_attachments","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.market_access","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.market_access","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.market_intelligence","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_life_os_schema.sql","backend\src\database\rural_life_os_schema.sql"
"public.market_intelligence","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.procurement_orders","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.procurement_orders","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.price_intelligence","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.price_intelligence","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.buying_clubs","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.buying_clubs","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.procurement_subscriptions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.procurement_subscriptions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.logistics_orders","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.logistics_orders","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.logistics_partners","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.logistics_partners","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.last_mile_partners","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.last_mile_partners","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.reverse_logistics","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.reverse_logistics","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.backhaul_opportunities","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.backhaul_opportunities","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.mobility_rides","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.mobility_rides","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.mobility_vehicles","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.mobility_vehicles","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.safety_incidents","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.safety_incidents","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.trust_scores","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.trust_scores","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.cross_system_savings","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.cross_system_savings","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.cross_system_orders","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\rural_procurement_logistics_mobility_schema.sql","backend\src\database\rural_procurement_logistics_mobility_schema.sql"
"public.cross_system_orders","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql","backend\src\database\migrations\042_rural_procurement_logistics_mobility_schema.sql"
"public.users","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.users","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.users","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\1000_user_management.sql","backend\src\database\migrations\1000_user_management.sql"
"public.users","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\3000_M011_generated.sql","backend\src\database\migrations\3000_M011_generated.sql"
"public.user_profiles","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.user_profiles","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.user_profiles","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\3019_m019_profile_management.sql","backend\src\database\migrations\3019_m019_profile_management.sql"
"public.addresses","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.addresses","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.roles","5","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.roles","5","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.roles","5","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\014_platform_foundation_modules.sql","backend\src\database\migrations\014_platform_foundation_modules.sql"
"public.roles","5","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\015_authorization_service.sql","backend\src\database\migrations\015_authorization_service.sql"
"public.roles","5","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\1000_user_management.sql","backend\src\database\migrations\1000_user_management.sql"
"public.user_roles","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.user_roles","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.user_roles","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\014_platform_foundation_modules.sql","backend\src\database\migrations\014_platform_foundation_modules.sql"
"public.user_roles","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\1000_user_management.sql","backend\src\database\migrations\1000_user_management.sql"
"public.categories","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.categories","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.states","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.states","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.units","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.units","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.products","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.products","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.products","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M052\model.sql","backend\src\modules\M052\model.sql"
"public.products","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\docs\db-core-tables.sql","docs\db-core-tables.sql"
"public.product_variants","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.product_variants","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.certifications","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.certifications","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.orders","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.orders","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.orders","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M053\model.sql","backend\src\modules\M053\model.sql"
"public.orders","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\docs\db-core-tables.sql","docs\db-core-tables.sql"
"public.order_items","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.order_items","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.order_items","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M053\model.sql","backend\src\modules\M053\model.sql"
"public.cart","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.cart","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.payments","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.payments","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.payments","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M053\model.sql","backend\src\modules\M053\model.sql"
"public.payments","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M056\model.sql","backend\src\modules\M056\model.sql"
"public.coupons","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.coupons","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.fpos","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.fpos","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.fpos","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M051\model.sql","backend\src\modules\M051\model.sql"
"public.farmers","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.farmers","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.farmers","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\3021_m021_farmer_registration.sql","backend\src\database\migrations\3021_m021_farmer_registration.sql"
"public.farmers","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\docs\db-core-tables.sql","docs\db-core-tables.sql"
"public.farmer_certifications","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.farmer_certifications","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.training_records","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.training_records","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.training_records","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\3200_hr_module_schema.sql","backend\src\database\migrations\3200_hr_module_schema.sql"
"public.credit_scores","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.credit_scores","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.loans","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.loans","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.emi_schedule","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.emi_schedule","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.advances","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.advances","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.financial_transactions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.financial_transactions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.insurance_products","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.insurance_products","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.policies","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.policies","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.claims","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.claims","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.master_policies","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.master_policies","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.shipment_modes","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.shipment_modes","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.shipments","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.shipments","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.shipments","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M057\model.sql","backend\src\modules\M057\model.sql"
"public.vehicles","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.vehicles","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.drivers","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.drivers","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.contracts","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.contracts","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.contract_milestones","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.contract_milestones","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.contract_milestones","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\3102_ecommerce_ai_erp_business_marketing.sql","backend\src\database\migrations\3102_ecommerce_ai_erp_business_marketing.sql"
"public.escrow_accounts","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.escrow_accounts","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.asset_types","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.asset_types","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.assets","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.assets","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.asset_bookings","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.asset_bookings","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
